accession,name,description,Parent study,Study Disease/Focus,Study Design,Study Markerset,Study Molecular Data Type,Study Content,Ancestry (computed),NIH Institute,Study Consent,Release Date,Embargo Release Date,Related Terms,Collections
"phs001431.v2.p1","Whole Exome and Whole Genome Profiling as well Genome-Wide Methylation    Profiling from Early to Advanced Chronic Lymphocytic leukemia (CLL),    Genome-Wide Methylation Profiling in Monoclonal B Cell Lymphocytosis    (MBL)","Serial whole exome sequencing of samples collected from 21 patients at multiple time points during progression from early to late chronic lymphocytic leukemia (CLL) and one matching non-tumor tissue sample  from each patient. Additional whole genome sequencing of samples from 3 selected patients. Genome-wide B cell methylation compared between 5 healthy","Not Applicable","Leukemia, Lymphocytic, Chronic, B-Cell","Case Set","Not Provided","Bisulfite-Seq, RNA-Seq, WGS, WXS","4 phenotype datasets, 14 variables, 227 samples sequenced, 35 subjects, 227 samples","","NCI","GRU --- General Research Use","2022-05-19","2021-12-06","B Cell CLL; B Cell Chronic Lymphocytic Leukemia; B Cell Leukemia, Chronic; B Cell Lymphocytic Leukemia; B Cell Malignancy, Low Grade; B Lymphocytic Leukemia, Chronic","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002852.v1.p1","A Pilot Study of NKTR-214 and Nivolumab in Selected Patients with Locally    Advanced/Metastatic Sarcoma","Study cohort comprises samples derived from patients that received treatment on an open-label, non-randomized, non-comparative pilot study of bempegaldesleukin, a CD122-preferential interleukin-2 pathway agonist, with nivolumab in refractory sarcoma at  Memorial Sloan Kettering/MD Anderson Cancer Centers (NCT03282344). Patient tumors include a variety of sarcoma subtypes. Samples include whole exome","Not Applicable","Sarcoma","Clinical Trial","Not Provided","AMPLICON, RNA-Seq, WXS","4 phenotype datasets, 15 variables, 195 samples sequenced, 54 subjects, 195 samples","","NCI","DS-SARC-PUB --- Disease-Specific (Sarcoma, PUB)","2022-05-18","2022-05-18","Sarcoma, Spindle Cell; Sarcomas, Spindle Cell; Spindle Cell Sarcomas; spindle cell sarcoma",""
"phs002734.v1.p1","Rapid Idiosyncratic Mechanisms of Clinical Resistance to KRAS G12C    Inhibition","Using deep RNA and whole exome sequencing of pre- and post-treatment autopsy samples, we reveal diverse clonal populations that occurred through altered cell intrinsic, tumor microenvironment and immunologic remodeling mechanisms  of resistance. Deceased lung cancer patient treated at UNC hospitals Related Genes: KRAS, MAPK1, YAP1 Principal Investigator: Chad Pecot, MD,","Not Applicable","Adenocarcinoma of Lung","Case Set","RNAseq_probe_set_grc38","RNA-Seq, RNA Seq (NGS), WXS","4 phenotype datasets, 14 variables, 1 molecular datasets, 42 samples sequenced, 1 subjects, 42 samples","","NCI","GRU --- General Research Use","2022-05-18","2022-05-18","ADENOCARCINOMA OF LUNG; Adenocarcinoma of lung, somatic; Adenocarcinoma of the Lung; Adenocarcinoma, Lung; Adenocarcinomas, Lung; Lung Adenocarcinoma","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002787.v1.p1","Personalized Breast Cancer Vaccines Based on Genome Sequencing","This study is from a phase I clinical trial of neoantigen DNA vaccines in triple negative breast cancer patients with persistent disease following neoadjuvant chemotherapy. The exome and RNA sequences  used to identify somatic mutations, predict neoantigens, and design vaccines is within. Principal Investigator: William Gillanders, MD, Washington","Not Applicable","Triple Negative Breast Neoplasms","Case Set","Not Provided","RNA-Seq, WXS","4 phenotype datasets, 16 variables, 54 samples sequenced, 18 subjects, 54 samples","","NCI","GRU --- General Research Use","2022-05-13","2022-05-13","Breast Cancer, Triple-Negative; Breast Cancers, Triple-Negative; Breast Neoplasm, Triple-Negative; Breast Neoplasms, Triple-Negative; ER Negative PR Negative HER2 Negative Breast Cancer; ER Negative PR Negative HER2 Negative Breast Neoplasms","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002783.v1.p1","Pan Cancer Investigation of Human Leukocyte Antigen Loss of    Heterozygosity","Cancer cells can escape immune recognition through human leukocyte antigen (HLA) loss of heterozygosity (LOH) which results in deletion of HLA alleles, causing a reduction in presentation of tumor neoantigens.  Despite its influence on immunotherapy response, few methods exist to detect HLA LOH, and accuracy of the approaches is poorly defined. Here, we","Not Applicable","HLA Antigens","Case Set","Not Provided","WXS","1118 samples sequenced, 559 subjects, 1118 samples","","NCI","GRU-NPU --- General Research Use (NPU)","2022-05-13","2022-05-13","Blastoma; CA; CA - Cancer; Cancer; MT; Malignancies",""
"phs002803.v1.p1","A Phase II Clinical Trial of the PARP Inhibitor Talazoparib in BRCA1 and    BRCA2 Wild-Type Patients","The Talazoparib Beyond BRCA (TBB), a phase II proof-of-concept clinical trial, was designed to test the efficacy of talazoparib, a potent, orally bioavailable PARP inhibitor, with an established Phase II  recommended dose, in the treatment of advanced BRCA wildtype (WT), HER2-negative breast cancer and other solid tumors with homologous recombination","Not Applicable","Breast Neoplasms","Clinical Trial","Not Provided","OTHER, WXS","4 phenotype datasets, 43 variables, 89 samples sequenced, 20 subjects, 89 samples","","NCI","GRU --- General Research Use","2022-05-12","2022-05-12","Breast Cancer; Breast Malignant Neoplasm; Breast Malignant Neoplasms; Breast Malignant Tumor; Breast Malignant Tumors; CA - Breast cancer","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002847.v1.p1","Circulating Tumor DNA as a Biomarker in Patients with Stage III and IV    Wilms Tumor: Analysis from a Children's Oncology Group Trial, AREN0533","We evaluated the utility of circulating tumor DNA (ctDNA) as a biomarker in the serum and urine of 50 patients with Stage III or Stage IV Wilms tumor (WT) that  were enrolled on Children's Oncology Group&#x000a0;(COG) trial AREN0533. 49 out of 50 patients had matched tumor samples available for comparison. We","Not Applicable","Wilms Tumor","Case Set","Not Provided","Targeted-Capture, WGS","4 phenotype datasets, 12 variables, 149 samples sequenced, 50 subjects, 149 samples","","NCI","HMB --- Health/Medical/Biomedical","2022-05-11","2022-05-11","Embryonal adenosarcoma; Embryonal nephroma; Kidney Nephroblastoma; NEPHROBLASTOMA; Nephroblastoma (Wilms tumor); Nephroblastomas","NCI's Collection of Datasets for Health, Medical, and Biomedical Research    Purposes (phs003044.v1.p1)"
"phs002416.v2.p1","Characterization of CNS Metastases","Metastatic disease to the central nervous system (CNS) is devastating, with a poor prognosis. There are limited treatment options for patients with CNS metastases, and in particular with leptomeningeal carcinomatosis  (LMD). In this study, we evaluated the molecular and cellular features of parenchymal brain metastases and LMD. We used single-cell RNA and cell-free","Not Applicable","Meningeal Carcinomatosis","Case Set","Not Provided","RNA-Seq","4 phenotype datasets, 13 variables, 71 samples sequenced, 46 subjects, 71 samples","","NCI","GRU --- General Research Use","2022-05-06","2021-08-23","Leptomeningeal Carcinomatosis; Carcinomatoses, Leptomeningeal; Carcinomatoses, Meningeal; Carcinomatosis of the Meninges; Carcinomatosis, Leptomeningeal; Carcinomatosis, Meningeal","dbGaP Collection: Compilation of Individual-Level Genomic Data for    General Research Use (phs000688.v1.p1); NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002867.v1.p1","Blood Somatic Mutations in TCGA Donors Suffering from Solid Tumors","Blood somatic mutations identified across 8,530 solid tumor patients in TCGA cohort. We reasoned that low-coverage whole-genome sequencing of blood samples routinely carried out in cancer genomics projects may be  repurposed to detect clonal hematopoiesis (CH). Thus, inspired by a previous approach to identify early mutations in the development of the","Not Applicable","Clonal Hematopoiesis","Case Set","Somatic_Variant","SNV (.MAF)","3 phenotype datasets, 8 variables, 1 molecular datasets, 8315 subjects, 8315 samples","","NCI","GRU --- General Research Use","2022-05-04","2022-05-04","ARCH; ARCH Age related Clonal Hematopoiesis; ARCH Age-related Clonal Hematopoiesis; Age related Clonal Hematopoiesis; Age-related Clonal Hematopoiesis; Clonal Hematopoiesis, Age-related","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002443.v1.p1","Molecular Signatures of DCIS to Invasive Progression for Basal-Like    Breast Cancers: An Integrated Mouse Model and Human Tumor Study","We studied the genomic signatures of progression in breast ductal carcinoma in situ (DCIS) as it progresses towards triple negative invasive breast cancer (TNBC). Single cell RNA sequencing (scRNAseq) was  performed on the C3Tag genetically engineered mouse model that forms human breast-like DCIS and TNBC. Bulk RNA sequencing was performed on RNA","Not Applicable","Carcinoma, Intraductal, Noninfiltrating","Case Set","Not Provided","RNA-Seq","5 phenotype datasets, 16 variables, 18 samples sequenced, 11 subjects, 18 samples","","NCI","GRU --- General Research Use","2022-05-04","2022-05-04","Triple Negative Breast Neoplasms; Breast Ductal Carcinoma In Situ, NOS; Carcinoma, Intraductal; Carcinoma, Noninfiltrating Intraductal; Carcinomas, Intraductal; Carcinomas, Noninfiltrating Intraductal","dbGaP Collection: Compilation of Individual-Level Genomic Data for    General Research Use (phs000688.v1.p1); NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002620.v1.p1","Feasibility and Clinical Utility of Whole Genome Profiling in Pediatric    and Young Adult Cancers","Comprehensive Whole Genome Sequencing and Whole Transcriptome (RNASeq) analyses from 114 pediatric patients at Memorial Sloan Kettering. This dataset was used as a prospective clinical utility and feasibility study. By  using our Isabl infrastructure for precision medicine, we developed a 2-week end-to-end pipeline to analyze cfDNA, WGS and WTS, which we refer to as","Not Applicable","Neoplasms","Prospective Longitudinal Cohort","Not Provided","RNA-Seq, WGS","3 phenotype datasets, 14 variables, 326 samples sequenced, 114 subjects, 326 samples","","NCI","GRU --- General Research Use","2022-05-02","2022-05-02","Blastoma; CA; CA - Cancer; Cancer; MT; Malignancies","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs000328.v3.p1","Genome-Wide Analysis of Diffuse Large B-Cell Lymphoma (De Novo and    Derived from the High Grade Transformation of Follicular Lymphoma)","Version 1. Diffuse Large B-cell Lymphoma (DLBCL) represents the most common form of B-cell non-Hodgkin Lymphoma (B-NHL), accounting for 30% of the de novo diagnoses and also arising as a  frequent clinical evolution of Follicular Lymphoma (FL). The molecular pathogenesis of DLBCL is associated with multiple genetic lesions that in part","Not Applicable","Lymphoma, Large B-Cell, Diffuse","Tumor vs. Matched-Normal","Affymetrix_WG_Array","SNP Genotypes (Array), Targeted-Capture, WGS, WXS","3 phenotype datasets, 12 variables, 2 molecular datasets, 258 samples sequenced, 194 subjects, 333 samples","","NCI","DS-CA-PUB-MDS --- Disease-Specific (Cancer, PUB, MDS)","2022-04-29","2022-04-29","Lymphoma, Follicular; Lymphoma, Non-Hodgkin; Brill - Symmers' disease; Brill Symmers Disease; Brill-Symmers Disease; Disease, Brill-Symmers",""
"phs002765.v1.p1","Transcriptomic Profiles of Neoantigen-Reactive T Cells in Human    Gastrointestinal Cancers","This study explores the transcriptomic profiles of neoantigen-reactive tumor-infiltrating lymphocytes (TILs) from human bile duct and pancreatic cancer. The submitted data are bulk tumor RNA-Seq, tumor and germline whole-exome sequencing  from 10 patients, and single cell RNA-Seq data from TIL of 5 of these patients. Inclusion: patients with gastrointestinal cancer Related Genes: GZMA,","Not Applicable","Gastrointestinal Neoplasms","Case Set","RNAseq_gene_transcripts","AMPLICON, RNA-Seq, RNA Seq (NGS), WXS","4 phenotype datasets, 20 variables, 1 molecular datasets, 3134 samples sequenced, 10 subjects, 3134 samples","","NCI","GRU --- General Research Use","2022-04-28","2022-04-28","Carcinoma, Pancreatic Ductal; Carcinoma, Ductal, Pancreatic; Carcinoma, Pancreas Duct-Cell; Carcinomas, Pancreas Duct-Cell; Carcinomas, Pancreatic Ductal; Duct Cell Carcinoma of the Pancreas","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs001965.v1.p1","MP2PRT: Identification of Genetic Changes Associated with Relapse and/or    Adaptive Resistance in Patients Registered as Favorable Histology    Wilms Tumor on AREN03B2","The Molecular Profiling to Predict Response to Treatment (MP2PRT) program is part of the NCI's Cancer Moonshot Initiative. The aim of this program is the retrospective characterization and analysis of  biospecimens collected from completed NCI-sponsored trials of the National Clinical Trials Network and the NCI Community Oncology Research Program.","Not Applicable","Wilms Tumor","Case Set","Not Provided","Not Provided","2 phenotype datasets, 4 variables,  SRA, 84 subjects, 84 samples","","NCI","GRU --- General Research Use","2022-04-22","2022-04-22","Embryonal adenosarcoma; Embryonal nephroma; Kidney Nephroblastoma; NEPHROBLASTOMA; Nephroblastoma (Wilms tumor); Nephroblastomas","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002482.v1.p1","Combined Targeting of CDK4/6 and HER2 Signaling in Orthotopic    Patient-Derived Xenografts of HER2-Positive Breast Cancer Brain    Metastases","Patients with metastatic HER2-positive (HER2+) breast cancer will frequently develop brain metastases (BCBMs). Here, we report that p16INK4A, a tumor suppressor, is deficient in the majority of HER2+ BCBMs. Furthermore,  p16INK4A deficiency, as measured by protein immunohistochemistry, can be a predictive marker associated with response to combined treatment with","Not Applicable","Breast Neoplasms","Collection","Not Provided","RNA-Seq, WXS","3 phenotype datasets, 13 variables, 96 samples sequenced, 39 subjects, 96 samples","","NCI","HMB --- Health/Medical/Biomedical","2022-04-15","2022-04-15","Neoplasm Metastasis; Brain Neoplasms; Brain Tumor; Brain Tumors; Brain neoplasm; Brain tumour","NCI's Collection of Datasets for Health, Medical, and Biomedical Research    Purposes (phs003044.v1.p1)"
"phs001905.v1.p1","CIDR: Molecular Pathological Epidemiology of Colorectal Cancer","Colorectal cancer, the second most commonly diagnosed cancer is a biologically heterogeneous disease. To characterize the molecular attributes of colorectal tumors, we conducted targeted sequencing at the Center for Inherited  Disease Research (CIDR) on 4,518 tumor and matched normal DNA samples from the Genetics and Epidemiology of Colorectal Cancer Consortium (GECCO) and","Not Applicable","Colorectal Neoplasms","Case Set","target_markerset_grc37","SNP/CNV Genotypes (NGS)","5 phenotype datasets, 99 variables, 1 molecular datasets, 3824 subjects, 7825 samples","","NCI","HMB-PUB --- Health/Medical/Biomedical (PUB), GRU --- General Research Use, CADM --- Cancer in all age groups, other diseases in adults only, and methods, DS-CA-MDS --- Disease-Specific (Cancer, MDS), HMB --- Health/Medical/Biomedical, HMB-IRB-NPU-GSO --- Health/Medical/Biomedical (IRB, NPU, GSO), DS-COC-MDS --- Disease-Specific (Colon Cancer, MDS)","2022-04-14","2022-04-14","CRC; Cancer of Large Bowel; Cancer of Large Intestine; Cancer of the Large Bowel; Cancer of the Large Intestine; Cancer, Colorectal","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1); NCI's Collection of Datasets for Health, Medical, and Biomedical Research    Purposes (phs003044.v1.p1)"
"phs002564.v1.p1","Transcriptional Profiling of Macrophages In Situ in Metastatic Melanoma    Reveals Localization-Dependent Phenotypes and Function","Therapeutic interventions modulating immune function at the tumor site could improve outcomes in cancer. Here we analyzed metastatic melanoma, a tumor type highly responsive to T-cell based therapies, and found  that the tumor-infiltrating T cells are localized closely to CD14+ monocytes/macrophages rather than to melanoma cells. Using novel","Not Applicable","Melanoma","Case Set","Not Provided","RNA-Seq","4 phenotype datasets, 21 variables, 64 samples sequenced, 8 subjects, 64 samples","","NCI","GRU --- General Research Use","2022-04-11","2022-04-11","Cancer of skin pigment cells; MM - malignant melanoma; Malignant Melanoma; Malignant Melanomas; Melanoma, Malignant; Melanomas","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs001939.v3.p1","Count Me In (CMI): The Metastatic Prostate Cancer (MPC) Project    (CMI-MPCproject)","Count Me In - The Metastatic Prostate Cancer Project: A Patient-Driven Research Initiative to Accelerate Metastatic Prostate Cancer Research The Metastatic Prostate Cancer Project (MPCproject; http://mpcproject.org/) is a research study  that empowers men with metastatic and advanced prostate cancer to partner directly with researchers by sharing their samples and clinical","Not Applicable","Prostatic Neoplasms","Prospective Longitudinal Cohort","Not Provided","Not Provided","4 phenotype datasets, 11 variables, 63 subjects, 126 samples","","NCI","GRU --- General Research Use","2022-04-07","2020-02-12","Neoplasm Metastasis; Epithelial Carcinoma; Epithelial Neoplasm, Malignant; Epithelial Neoplasms, Malignant; Epithelial Tumor, Malignant; Epithelial Tumors, Malignant","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002683.v1.p1","Combined Tumor and Immune Signals From Genomes or Transcriptomes Predict    Outcomes of Checkpoint Inhibition in Melanoma","Cancer immunotherapy with checkpoint blockade (CPB) leads to improved outcomes in melanoma and other tumor types, but a majority of patients do not respond. High tumor mutation burden (TMB) and  high levels of tumor-infiltrating T cells have been associated with response to immunotherapy, and integrative models using DNA and RNA have improved","Not Applicable","Melanoma","Collection","Not Provided","RNA-Seq, WXS","4 phenotype datasets, 20 variables, 169 samples sequenced, 61 subjects, 169 samples","","NCI","DS-MSC-MDS --- Disease-Specific (Melanoma and Skin Cancer Research, MDS)","2022-04-06","2022-04-06","Cancer of skin pigment cells; MM - malignant melanoma; Malignant Melanoma; Malignant Melanomas; Melanoma, Malignant; Melanomas",""
"phs001980.v2.p1","University of Texas PDX Development and Trial Center Grant","The goal for the University Texas PDX Development and Trial Center (UTPDTC) is to optimize personalized biomarker-based cancer therapy and identify effective targeted drugs based on the molecular characteristics of  each tumor. Our short-term goals are to establish a biobank of clinically, and molecularly-annotated Patient-Derived Xenografts (PDXs) and to use","Not Applicable","Lung Neoplasms","Prospective Longitudinal Cohort","Not Provided","RNA-Seq, WXS","4 phenotype datasets, 28 variables, 77 samples sequenced, 36 subjects, 77 samples","","NCI","DS-LC-COL --- Disease-Specific (Lung Cancer, COL)","2022-04-01","2021-02-11","Carcinoma, Non Small Cell Lung; Carcinoma, Non-Small Cell Lung; Carcinoma, Non-Small-Cell Lung; Carcinomas, Non-Small-Cell Lung; Lung Carcinoma, Non-Small-Cell; Lung Carcinomas, Non-Small-Cell",""
"phs001951.v2.p1","Relapsed Acute Lymphoblastic Leukemia (ALL): Mutational Landscape","Multi-agent combination chemotherapy can be curative in acute lymphoblastic leukemia (ALL). Still, patients with primary refractory disease or those with relapsed leukemia have a very poor prognosis. Here we report  the mutational landscape of matched diagnostic and relapsed pediatric and adult ALL samples. Our data provides comprehensive annotation of genetic","Not Applicable","Precursor Cell Lymphoblastic Leukemia-Lymphoma","Prospective Longitudinal Cohort","Not Provided","WGS, WXS","4 phenotype datasets, 17 variables, 159 samples sequenced, 56 subjects, 159 samples","","NCI","GRU --- General Research Use","2022-04-01","2022-04-01","ALL, Childhood; Childhood ALL; Childhood Precursor Lymphoblastic Leukemia; L1 Lymphocytic Leukemia; Leukemia, L1 Lymphocytic; Leukemia, Lymphoblastic, Acute, L1","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs000985.v2.p1","Functional Significance of Prostate Cancer Risk-SNPs","Prostate Cancer (PrCa), the most frequently diagnosed solid tumor in men in the U.S., results in 192,000 new cases and 27,000 deaths per year. Although the variation of PrCa incidence  is likely to be the result of several factors, there is a large body of literature that strongly implicates a genetic etiology. Genome-wide","Not Applicable","Prostatic Neoplasms","Control Set","RNAseq_probe_set_grc37, HumanOmni2.5-8, RNAseq_gene_transcripts","SNP Genotypes (Array), RNA Seq (NGS), miRNA (NGS)","4 phenotype datasets, 29 variables, 8 documents, 3 molecular datasets, 471 subjects, 1383 samples","","NCI","DS-PC-PUB-MDS --- Disease-Specific (Prostate Cancer, PUB, MDS)","2022-03-30","2022-03-30","NGP - New growth of prostate; Neoplasm of Prostate; Neoplasm of the Prostate; Neoplasm, Prostate; Neoplasm, Prostatic; Neoplasms, Prostate",""
"phs002792.v1.p1","Characterization of Neoantigen-reactive T cells by Single-Cell Analysis","Through CITE-seq and TCR-seq analysis of non-small cell lung cancer (NSCLC) tumor-infiltrating lymphocytes (TIL), we developed a neoantigen-reactive T-cell signature based on clonotype frequency and CD39 protein and CXCL13 mRNA  expression. There are four datasets from four NSCLC cases. Each dataset includes (1) Transcriptome of tumor infiltrating lymphocytes (TIL), (2) Cell","Not Applicable","Lymphocytes, Tumor-Infiltrating","Case Set","Not Provided","RNA-Seq","4 phenotype datasets, 15 variables, 48 samples sequenced, 4 subjects, 48 samples","","NCI","GRU --- General Research Use","2022-03-25","2022-03-25","Carcinoma, Non Small Cell Lung; Carcinoma, Non-Small Cell Lung; Carcinoma, Non-Small-Cell Lung; Carcinomas, Non-Small-Cell Lung; Lung Carcinoma, Non-Small-Cell; Lung Carcinomas, Non-Small-Cell","dbGaP Collection: Compilation of Individual-Level Genomic Data for    General Research Use (phs000688.v1.p1); NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs001920.v1.p1","Genomic Characterization of Brain Metastases from Lung Cancer","Metastatic disease to the brain is associated with a poor prognosis. Our understanding of the genetic drivers of metastasis remain limited. Whole-exome sequencing was performed from brain metastases from lung  adenocarcinoma to identify putative drivers of metastatic progression. We identified patients with brain metastases from lung adenocarcinoma from our","Not Applicable","Neoplasm Metastasis","Prospective Longitudinal Cohort","Not Provided","WXS","3 phenotype datasets, 10 variables, 120 samples sequenced,  SRA, 40 subjects, 120 samples","","NCI","GRU --- General Research Use, DS-BT --- Disease-Specific (Brain Tumors), DS-LCTC-MDS --- Disease-Specific (Lung Cancer and Thoracic Malignancies, MDS)","2022-03-25","2022-03-25","Metastase; Metastases, Neoplasm; Metastasis; Metastasis, Neoplasm; Metastasize; Neoplasm Metastases","dbGaP Collection: Compilation of Individual-Level Genomic Data for    General Research Use (phs000688.v1.p1); NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002283.v2.p1","Selenium Chemoprevention: Benefits and Harms","Selenium is a trace element that may have anti-carcinogenetic effect, but heterogenous treatment effects have been observed. This genome-wide association study investigates if genetic variation modifies the effect of selenium  chemoprevention in the Selenium and Celecoxib Trial, a randomized, double-blind, placebo-controlled trial conducted at the University of Arizona","Not Applicable","Neoplasms, Second Primary","Clinical Trial","Not Provided","SNP Genotypes (Array)","4 phenotype datasets, 27 variables, 1323 subjects, 1323 samples","European (1222), East Asian (9), African American (29), Hispanic1 (5), Hispanic2 (51), Other Asian or Pacific Islander (3), South Asian (4)","NCI","GRU-IRB-COL-NPU --- General Research Use (IRB, COL, NPU)","2022-03-14","2021-01-13","Malignancies, Second; Malignancy, Second; Metachronous Neoplasm; Metachronous Neoplasms; Metachronous Second Primary Neoplasms; Neoplasm, Metachronous",""
"phs001145.v1.p1","Exceptional Responders Initiative","The Exceptional Responders Initiative is a pilot study to investigate the underlying molecular factors driving exceptional treatment responses of cancer patients to drug therapies. Study researchers will examine molecular profiles  of tumors from patients either enrolled in a clinical trial for an investigational drug(s) and who achieved an exceptional response relative to other","Not Applicable","Neoplasms","Case-Control","Not Provided","Not Provided","2 phenotype datasets, 4 variables, 170 subjects, 170 samples","","NCI","GRU --- General Research Use","2022-03-11","2022-03-11","Blastoma; CA; CA - Cancer; Cancer; MT; Malignancies","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002653.v1.p1","Tumor Mutation Burden, Expressed Neoantigen and Immune Microenvironment    in Diffuse Gliomas","A consistent correlation between tumor mutation burden (TMB) and tumor immune microenvironment has not been observed in gliomas as in other cancers. Driver germline and somatic mutations, TMB, neoantigen, and  immune cell signatures were analyzed using whole exome sequencing (WES) and transcriptome sequencing of tumor and WES of matched germline DNA in a","Not Applicable","Glioma","Case Set","Not Provided","RNA-Seq, WXS","4 phenotype datasets, 18 variables, 66 samples sequenced, 48 subjects, 66 samples","","NCI","GRU --- General Research Use","2022-03-09","2022-03-09","Glial Cell Tumor; Glial Cell Tumors; Glial Neoplasm; Glial Tumor; Neoplasm of Neuroglia; Neoplasm of the Neuroglia","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002566.v1.p1","Foregut Microbiome and Risk of Gastric Intestinal Metaplasia, and Gastric    Cancer Risk","The study is composed of two sub-studies. The first study, conducted by NYU Grossman School of Medicine, is a case-control study of 89 cases with gastric intestinal metaplasia (IM) and  89 matched controls who underwent upper gastrointestinal endoscopy at three sites affiliated with NYU Langone Health. Shotgun metagenomic sequencing","Not Applicable","Metaplasia","Case-Control","Not Provided","WGS","7 phenotype datasets, 59 variables, 776 samples sequenced, 679 subjects, 776 samples","","NCI","HMB-PUB-NPU --- Health/Medical/Biomedical (PUB, NPU), DS-GICA --- Disease-Specific (Gastric Cancer), DS-GICA-NPU --- Disease-Specific (Gastric Cancer, NPU)","2022-03-09","2022-03-09","CA - Cancer of stomach; Ca lesser curvature - stomach; Cancer of Stomach; Cancer of the Stomach; Cancer, Gastric; Cancer, Stomach",""
"phs002556.v1.p1","Genomic Features of Lung Adenocarcinoma from Individuals with    10    Pack-Year Smoking History","Actionable oncogenic alterations are identified in a subset of lung adenocarcinomas. Many of these driver alterations are enriched in lung adenocarcinomas from individuals with minimal smoking history and are generally  mutually exclusive of one another. We generated whole-exome and RNA-seq data from lung adenocarcinomas obtained from individuals with &#x02264;10","Not Applicable","Adenocarcinoma of Lung","Case Set","RNAseq_probe_set_grc37","RNA-Seq, SNP/CNV Genotypes (NGS), WXS","4 phenotype datasets, 14 variables, 1 molecular datasets, 75 samples sequenced, 25 subjects, 75 samples","","NCI","DS-LC --- Disease-Specific (Lung Cancer)","2022-03-08","2022-03-08","ADENOCARCINOMA OF LUNG; Adenocarcinoma of lung, somatic; Adenocarcinoma of the Lung; Adenocarcinoma, Lung; Adenocarcinomas, Lung; Lung Adenocarcinoma",""
"phs002498.v1.p1","Integrative Genomic and Transcriptomic Analyses of Refractory Multiple    Myeloma","This study reports results from integrative sequencing analyses that combine capture transcriptome sequencing with a comparative analysis of exome capture between the malignant plasma cells and normal cells of patients  with relapsed and refractory multiple myeloma (RRMM). This approach has enabled the detection of point mutations, insertions/deletions, gene fusions","Not Applicable","Neoplasms","Case Set","Not Provided","RNA-Seq, Targeted-Capture","4 phenotype datasets, 15 variables, 1530 samples sequenced, 511 subjects, 1530 samples","","NCI","DS-MM --- Disease-Specific (Multiple Myeloma)","2022-03-07","2022-03-07","Immunoglobulin Light-chain Amyloidosis; Monoclonal Gammopathy of Undetermined Significance; Plasmacytoma; Smoldering Multiple Myeloma; AL; AL AMYLOIDOSIS",""
"phs002231.v1.p1","Germ Cell and Associated Heme Malignancies Evolve from a Common Shared    Precursor","Germ cell tumors (GCTs) are the most common cancer in men between the ages of 15-40. While most patients are cured, those with disease arising in the mediastinum have distinctly  poor outcomes. One in every 17 patients with primary mediastinal non-seminomatous GCTs develop an incurable hematologic malignancy and prior data","Not Applicable","Neoplasms, Germ Cell and Embryonal","Tumor vs. Matched-Normal","Not Provided","WXS","4 phenotype datasets, 27 variables, 19 samples sequenced,  SRA, 5 subjects, 19 samples","","NCI","HMB --- Health/Medical/Biomedical","2022-03-07","2022-03-07","Mediastinal Neoplasms; HEMOLYMPHORETICULAR tumor, malignant; Hematopoietic Cancer; Hematopoietic Malignancies; Hematopoietic Malignancy; Hematopoietic Neoplasm","NCI's Collection of Datasets for Health, Medical, and Biomedical Research    Purposes (phs003044.v1.p1)"
"phs001323.v3.p1","Multiple Myeloma Genomic Study (MMGS)","Multiple Myeloma (MM) is a plasma cell dyscrasia characterized by bone marrow (BM) infiltration and lytic bone lesions. Recent studies of massive parallel sequencing of tumor cells obtained from the  BM of patients with MM have demonstrated significant clonal heterogeneity in MM. Despite this remarkable clonal heterogeneity, it could be envisioned","Not Applicable","Multiple Myeloma","Prospective Longitudinal Cohort","Not Provided","RNA-Seq, Targeted-Capture, WXS","4 phenotype datasets, 15 variables, 1078 samples sequenced, 883 subjects, 1078 samples","","NCI","DS-PCD --- Disease-Specific (plasma cell dyscrasias)","2022-03-07","2020-04-20","Monoclonal Gammopathy of Undetermined Significance; Asymptomatic monoclonal gammopathy; Benign Monoclonal Gammapathies; Benign Monoclonal Gammapathy; Benign Monoclonal Gammopathies; MGUS",""
