coreproject,pmid,title,authors,publication_date,citation_count,relative_citation_ratio,project_id,project_start_date,day_diff
P50CA206963,27070704,The Public Repository of Xenografts Enables Discovery and Randomized Phase II-like Trials in Mice.,Elizabeth C Townsend;Mark A Murakami;Alexandra Christodoulou;Amanda L Christie;Johannes Köster;Tiffany A DeSouza;Elizabeth A Morgan;Scott P Kallgren;Huiyun Liu;Shuo-Chieh Wu;Olivia Plana;Joan Montero;Kristen E Stevenson;Prakash Rao;Raga Vadhi;Michael Andreeff;Philippe Armand;Karen K Ballen;Patrizia Barzaghi-Rinaudo;Sarah Cahill;Rachael A Clark;Vesselina G Cooke;Matthew S Davids;Daniel J DeAngelo;David M Dorfman;Hilary Eaton;Benjamin L Ebert;Julia Etchin;Brant Firestone;David C Fisher;Arnold S Freedman;Ilene A Galinsky;Hui Gao;Jacqueline S Garcia;Francine Garnache-Ottou;Timothy A Graubert;Alejandro Gutierrez;Ensar Halilovic;Marian H Harris;Zachary T Herbert;Steven M Horwitz;Giorgio Inghirami;Andrew M Intlekofer;Moriko Ito;Shai Izraeli;Eric D Jacobsen;Caron A Jacobson;Sébastien Jeay;Irmela Jeremias;Michelle A Kelliher;Raphael Koch;Marina Konopleva;Nadja Kopp;Steven M Kornblau;Andrew L Kung;Thomas S Kupper;Nicole R LeBoeuf;Ann S LaCasce;Emma Lees;Loretta S Li;A Thomas Look;Masato Murakami;Markus Muschen;Donna Neuberg;Samuel Y Ng;Oreofe O Odejide;Stuart H Orkin;Rachel R Paquette;Andrew E Place;Justine E Roderick;Jeremy A Ryan;Stephen E Sallan;Brent Shoji;Lewis B Silverman;Robert J Soiffer;David P Steensma;Kimberly Stegmaier;Richard M Stone;Jerome Tamburini;Aaron R Thorner;Paul van Hummelen;Martha Wadleigh;Marion Wiesmann;Andrew P Weng;Jens U Wuerthner;David A Williams;Bruce M Wollison;Andrew A Lane;Anthony Letai;Monica M Bertagnolli;Jerome Ritz;Myles Brown;Henry Long;Jon C Aster;Margaret A Shipp;James D Griffin;David M Weinstock,2016-04-11,29,0.8,P50CA206963,2017-09-19T00:00:00,526
R33CA206907,27170379,Magnetic Nickel iron Electroformed Trap (MagNET): a master/replica fabrication strategy for ultra-high throughput (>100 mL h(-1)) immunomagnetic sorting.,Jina Ko;Venkata Yelleswarapu;Anup Singh;Nishal Shah;David Issadore,2016-08-02,14,0.31,R33CA206907,2017-09-20T00:00:00,414
P50CA206963,27220667,Discovery of a highly potent FLT3 kinase inhibitor for FLT3-ITD-positive AML.,H Wu;A Wang;Z Qi;X Li;C Chen;K Yu;F Zou;C Hu;W Wang;Z Zhao;J Wu;J Liu;X Liu;L Wang;W Wang;S Zhang;R M Stone;I A Galinsky;J D Griffin;D Weinstock;A Christodoulou;H Wang;Y Shen;Z Zhai;E L Weisberg;J Liu;Q Liu,2016-05-25,57,1.77,P50CA206963,2017-09-19T00:00:00,482
U01CA217875,27401613,"Transforming Big Data into Cancer-Relevant Insight: An Initial, Multi-Tier Approach to Assess Reproducibility and Relevance.",Cancer Target Discovery and Development Network,2016-07-11,5,0.17,U01CA217875,2017-08-01T00:00:00,386
P50CA206963,27410923,Ipilimumab for Patients with Relapse after Allogeneic Transplantation.,Matthew S Davids;Haesook T Kim;Pavan Bachireddy;Caitlin Costello;Rebecca Liguori;Alexandra Savell;Alexander P Lukez;David Avigan;Yi-Bin Chen;Peter McSweeney;Nicole R LeBoeuf;Michael S Rooney;Michaela Bowden;Chensheng W Zhou;Scott R Granter;Jason L Hornick;Scott J Rodig;Masahiro Hirakawa;Mariano Severgnini;F Stephen Hodi;Catherine J Wu;Vincent T Ho;Corey Cutler;John Koreth;Edwin P Alyea;Joseph H Antin;Philippe Armand;Howard Streicher;Edward D Ball;Jerome Ritz;Asad Bashey;Robert J Soiffer;Leukemia and Lymphoma Society Blood Cancer Research Partnership,2016-07-14,3,0.11,P50CA206963,2017-09-19T00:00:00,432
R21CA229027,27422270,Organoid-on-a-chip and body-on-a-chip systems for drug screening and disease modeling.,Aleksander Skardal;Thomas Shupe;Anthony Atala,2016-07-12,710,29.6,R21CA229027,2018-08-09T00:00:00,758
R01CA207445,27446983,Mouse Mammary Intraductal (MIND) Method for Transplantation of Patient Derived Primary DCIS Cells and Cell Lines.,Frances Kittrell;Kelli Valdez;Hanan Elsarraj;Yan Hong;Daniel Medina;Fariba Behbod,2016-03-05,16,0.78,R01CA207445,2017-03-09T00:00:00,369
U01CA220378,27502248,Radiogenomics to characterize regional genetic heterogeneity in glioblastoma.,Leland S Hu;Shuluo Ning;Jennifer M Eschbacher;Leslie C Baxter;Nathan Gaw;Sara Ranjbar;Jonathan Plasencia;Amylou C Dueck;Sen Peng;Kris A Smith;Peter Nakaji;John P Karis;C Chad Quarles;Teresa Wu;Joseph C Loftus;Robert B Jenkins;Hugues Sicotte;Thomas M Kollmeyer;Brian P O'Neill;William Elmquist;Joseph M Hoxworth;David Frakes;Jann Sarkaria;Kristin R Swanson;Nhan L Tran;Jing Li;J Ross Mitchell,2016-08-08,167,4.99,U01CA220378,2017-09-12T00:00:00,400
U01CA230690,27998963,Circulating tumor markers: harmonizing the yin and yang of CTCs and ctDNA for precision medicine.,I S Batth;A Mitra;S Manier;I M Ghobrial;D Menter;S Kopetz;S Li,2017-03-01,21,0.7,U01CA230690,2018-09-14T00:00:00,562
U01CA227550,28036186,Curvature-Driven Migration of Colloids on Tense Lipid Bilayers.,Ningwei Li;Nima Sharifi-Mood;Fuquan Tu;Daeyeon Lee;Ravi Radhakrishnan;Tobias Baumgart;Kathleen J Stebe,2016-12-30,29,0.99,U01CA227550,2018-06-01T00:00:00,518
P50CA217694,28233365,ETV transcriptional upregulation is more reliable than RNA sequencing algorithms and FISH in diagnosing round cell sarcomas with CIC gene rearrangements.,Yu-Chien Kao;Yun-Shao Sung;Chun-Liang Chen;Lei Zhang;Brendan C Dickson;David Swanson;Sumathi Vaiyapuri;Farida Latif;Abdullah Alholle;Shih-Chiang Huang;Jason L Hornick;Cristina R Antonescu,2017-03-31,23,0.94,P50CA217694,2018-09-01T00:00:00,519
P50CA217694,28270683,MAX inactivation is an early event in GIST development that regulates p16 and cell proliferation.,Inga-Marie Schaefer;Yuexiang Wang;Cher-Wei Liang;Nacef Bahri;Anna Quattrone;Leona Doyle;Adrian Mariño-Enríquez;Alexandra Lauria;Meijun Zhu;Maria Debiec-Rychter;Susanne Grunewald;Jaclyn F Hechtman;Armelle Dufresne;Cristina R Antonescu;Carol Beadling;Ewa T Sicinska;Matt van de Rijn;George D Demetri;Marc Ladanyi;Christopher L Corless;Michael C Heinrich;Chandrajit P Raut;Sebastian Bauer;Jonathan A Fletcher,2017-03-08,24,1.37,P50CA217694,2018-09-01T00:00:00,542
P50CA217694,28337592,Head and Neck Round Cell Sarcomas: A Comparative Clinicopathologic Analysis of 2 Molecular Subsets: Ewing and CIC-Rearranged Sarcomas.,Adepitan A Owosho;Cherry L Estilo;Joseph M Huryn;Lei Zhang;Christopher D M Fletcher;Cristina R Antonescu,2017-03-23,45,1.7,P50CA217694,2018-09-01T00:00:00,527
U24CA264029,28522256,"Sporadic Early-Onset Diffuse Gastric Cancers Have High Frequency of Somatic CDH1 Alterations, but Low Frequency of Somatic RHOA Mutations Compared With Late-Onset Cancers.",Soo Young Cho;Jun Won Park;Yang Liu;Young Soo Park;Ju Hee Kim;Hanna Yang;Hyejin Um;Woo Ri Ko;Byung Il Lee;Sun Young Kwon;Seung Wan Ryu;Chae Hwa Kwon;Do Youn Park;Jae-Hyuk Lee;Sang Il Lee;Kyu Sang Song;Hoon Hur;Sang-Uk Han;Heekyung Chang;Su-Jin Kim;Byung-Sik Kim;Jeong-Hwan Yook;Moon-Won Yoo;Beom-Su Kim;In-Seob Lee;Myeong-Cherl Kook;Nina Thiessen;An He;Chip Stewart;Andrew Dunford;Jaegil Kim;Juliann Shih;Gordon Saksena;Andrew D Cherniack;Steven Schumacher;Amaro-Taylor Weiner;Mara Rosenberg;Gad Getz;Eun Gyeong Yang;Min-Hee Ryu;Adam J Bass;Hark Kyun Kim,2017-05-15,12,0.37,U24CA264029,2021-09-20T00:00:00,1589
P50CA221745,28802642,"Prognostic Value of TERT Alterations, Mutational and Copy Number Alterations Burden in Urothelial Carcinoma.",Sumit Isharwal;François Audenet;Esther Drill;Eugene J Pietzak;Gopa Iyer;Irina Ostrovnaya;Eugene Cha;Timothy Donahue;Maria Arcila;Gowtham Jayakumaran;Michael F Berger;Jonathan E Rosenberg;Dean F Bajorin;Jonathan Coleman;Guido Dalbagni;Victor E Reuter;Bernard H Bochner;David B Solit;Hikmat A Al-Ahmadie,2017-08-10,1,0.07,P50CA221745,2018-08-24T00:00:00,379
P50CA247749,28837865,Valproic acid sensitizes breast cancer cells to hydroxyurea through inhibiting RPA2 hyperphosphorylation-mediated DNA repair pathway.,Youjia Tian;Guochao Liu;Hui Wang;Zhujun Tian;Zuchao Cai;Fengmei Zhang;Yue Luo;Shue Wang;Gongshe Guo;Xiaowei Wang;Simon Powell;Zhihui Feng,2017-08-09,26,0.9,P50CA247749,2020-08-13T00:00:00,1100
U01CA243004,29217119,Panomics for Precision Medicine.,Charanjit Sandhu;Alia Qureshi;Andrew Emili,2017-12-05,5,0.17,U01CA243004,2020-09-09T00:00:00,1009
R21CA236561,29286635,Multiplexed Profiling of Single Extracellular Vesicles.,Kyungheon Lee;Kyle Fraser;Bassel Ghaddar;Katy Yang;Eunha Kim;Leonora Balaj;E Antonio Chiocca;Xandra O Breakefield;Hakho Lee;Ralph Weissleder,2018-01-04,28,1.37,R21CA236561,2019-04-12T00:00:00,463
P50CA236733,29334372,Pharmacological blockade of ASCT2-dependent glutamine transport leads to antitumor efficacy in preclinical models.,Michael L Schulte;Allie Fu;Ping Zhao;Jun Li;Ling Geng;Shannon T Smith;Jumpei Kondo;Robert J Coffey;Marc O Johnson;Jeffrey C Rathmell;Joe T Sharick;Melissa C Skala;Jarrod A Smith;Jordan Berlin;M Kay Washington;Michael L Nickels;H Charles Manning,2018-01-15,16,0.74,P50CA236733,2019-07-09T00:00:00,540
P50CA244433,29357876,Training scholars in dissemination and implementation research for cancer prevention and control: a mentored approach.,Margaret Padek;Nageen Mir;Rebekah R Jacob;David A Chambers;Maureen Dobbins;Karen M Emmons;Jon Kerner;Shiriki Kumanyika;Christine Pfund;Enola K Proctor;Kurt C Stange;Ross C Brownson,2018-01-22,24,1.16,P50CA244433,2019-09-20T00:00:00,606
P50CA221703,29387478,Retrospective review of metastatic melanoma patients with leptomeningeal disease treated with intrathecal interleukin-2.,Isabella C Glitza;Michelle Rohlfs;Nandita Guha-Thakurta;Roland L Bassett;Chantale Bernatchez;Adi Diab;Scott E Woodman;Cassian Yee;Rodabe N Amaria;Sapna P Patel;Hussein Tawbi;Michael Wong;Wen-Jen Hwu;Patrick Hwu;Amy Heimberger;Ian E McCutcheon;Nicholas Papadopoulos;Michael A Davies,2018-01-24,10,0.55,P50CA221703,2019-07-16T00:00:00,538
P50CA221703,29449192,"Association of body-mass index and outcomes in patients with metastatic melanoma treated with targeted therapy, immunotherapy, or chemotherapy: a retrospective, multicohort analysis.",Jennifer L McQuade;Carrie R Daniel;Kenneth R Hess;Carmen Mak;Daniel Y Wang;Rajat R Rai;John J Park;Lauren E Haydu;Christine Spencer;Matthew Wongchenko;Stephen Lane;Dung-Yang Lee;Mathilde Kaper;Meredith McKean;Kathryn E Beckermann;Samuel M Rubinstein;Isabelle Rooney;Luna Musib;Nageshwar Budha;Jessie Hsu;Theodore S Nowicki;Alexandre Avila;Tomas Haas;Maneka Puligandla;Sandra Lee;Shenying Fang;Jennifer A Wargo;Jeffrey E Gershenwald;Jeffrey E Lee;Patrick Hwu;Paul B Chapman;Jeffrey A Sosman;Dirk Schadendorf;Jean-Jacques Grob;Keith T Flaherty;Dana Walker;Yibing Yan;Edward McKenna;Jeffrey J Legos;Matteo S Carlino;Antoni Ribas;John M Kirkwood;Georgina V Long;Douglas B Johnson;Alexander M Menzies;Michael A Davies,2018-02-12,33,1.36,P50CA221703,2019-07-16T00:00:00,519
R37CA234021,29457796,"H3B-8800, an orally available small-molecule splicing modulator, induces lethality in spliceosome-mutant cancers.",Michael Seiler;Akihide Yoshimi;Rachel Darman;Betty Chan;Gregg Keaney;Michael Thomas;Anant A Agrawal;Benjamin Caleb;Alfredo Csibi;Eckley Sean;Peter Fekkes;Craig Karr;Virginia Klimek;George Lai;Linda Lee;Pavan Kumar;Stanley Chun-Wei Lee;Xiang Liu;Crystal Mackenzie;Carol Meeske;Yoshiharu Mizui;Eric Padron;Eunice Park;Ermira Pazolli;Shouyong Peng;Sudeep Prajapati;Justin Taylor;Teng Teng;John Wang;Markus Warmuth;Huilan Yao;Lihua Yu;Ping Zhu;Omar Abdel-Wahab;Peter G Smith;Silvia Buonamici,2018-02-19,6,0.28,R37CA234021,2019-08-12T00:00:00,539
U24CA264029,29535149,SvABA: genome-wide detection of structural variants and indels by local assembly.,Jeremiah A Wala;Pratiti Bandopadhayay;Noah F Greenwald;Ryan O'Rourke;Ted Sharpe;Chip Stewart;Steve Schumacher;Yilong Li;Joachim Weischenfeldt;Xiaotong Yao;Chad Nusbaum;Peter Campbell;Gad Getz;Matthew Meyerson;Cheng-Zhong Zhang;Marcin Imielinski;Rameen Beroukhim,2018-03-13,6,0.36,U24CA264029,2021-09-20T00:00:00,1287
R01CA246722,29809107,Peripheral T Cells as a Biomarker for Oxygen-Ion-Radiation-Induced Social Impairments.,Karen Krukowski;Tamako Jones;Mary Campbell-Beachler;Gregory Nelson;Susanna Rosi,2018-05-29,288,12.32,R01CA246722,2020-07-01T00:00:00,764
P50CA236733,29853605,Ornithine Decarboxylase in Macrophages Exacerbates Colitis and Promotes Colitis-Associated Colon Carcinogenesis by Impairing M1 Immune Responses.,Kshipra Singh;Lori A Coburn;Mohammad Asim;Daniel P Barry;Margaret M Allaman;Chanjuan Shi;M Kay Washington;Paula B Luis;Claus Schneider;Alberto G Delgado;M Blanca Piazuelo;John L Cleveland;Alain P Gobert;Keith T Wilson,2018-05-31,74,2.48,P50CA236733,2019-07-09T00:00:00,404
P50CA236733,29904166,Pharmacological activation of epidermal growth factor receptor signaling inhibits colitis-associated cancer in mice.,Philip E Dubé;Cambrian Y Liu;Nandini Girish;M Kay Washington;D Brent Polk,2018-06-14,8,0.5,P50CA236733,2019-07-09T00:00:00,390
R21CA231911,29905905,Selective modification of fluciclovine (<sup>18</sup>F) transport in prostate carcinoma xenografts.,F I Tade;W G Wiles;G Lu;B Bilir;O Akin-Akintayo;J S Lee;D Patil;W Yu;C Ormenisan Gherasim;B Fei;C S Moreno;A O Osunkoya;E J Teoh;S Oka;H Okudaira;M M Goodman;D M Schuster,2018-06-15,22,1.4,R21CA231911,2019-07-01T00:00:00,381
P50CA236733,29907869,BVES is required for maintenance of colonic epithelial integrity in experimental colitis by modifying intestinal permeability.,Yash A Choksi;Vishruth K Reddy;Kshipra Singh;Caitlyn W Barrett;Sarah P Short;Bobak Parang;Cody E Keating;Joshua J Thompson;Thomas G Verriere;Rachel E Brown;M Blanca Piazuelo;David M Bader;M Kay Washington;Mukul K Mittal;Thomas Brand;Alain P Gobert;Lori A Coburn;Keith T Wilson;Christopher S Williams,2018-06-15,147,6.1,P50CA236733,2019-07-09T00:00:00,389
U24CA248457,29985391,Assembly and activation of the Hippo signalome by FAT1 tumor suppressor.,Daniel Martin;Maria S Degese;Lynn Vitale-Cross;Ramiro Iglesias-Bartolome;Juan Luis Callejas Valera;Zhiyong Wang;Xiaodong Feng;Huwate Yeerna;Vachan Vadmal;Toshiro Moroishi;Rick F Thorne;Moraima Zaida;Bradford Siegele;Sok C Cheong;Alfredo A Molinolo;Yardena Samuels;Pablo Tamayo;Kun Liang Guan;Scott M Lippman;J Guy Lyons;J Silvio Gutkind,2018-07-09,12,0.94,U24CA248457,2020-06-01T00:00:00,693
U24CA248457,30563849,A Curated Resource for Phosphosite-specific Signature Analysis.,Karsten Krug;Philipp Mertins;Bin Zhang;Peter Hornbeck;Rajesh Raju;Rushdy Ahmad;Matthew Szucs;Filip Mundt;Dominique Forestier;Judit Jane-Valbuena;Hasmik Keshishian;Michael A Gillette;Pablo Tamayo;Jill P Mesirov;Jacob D Jaffe;Steven A Carr;D R Mani,2018-12-18,66,3.03,U24CA248457,2020-06-01T00:00:00,531
U24CA248457,30583461,Comprehensive Genomic Profiling Reveals Diverse but Actionable Molecular Portfolios across Hematologic Malignancies: Implications for Next Generation Clinical Trials.,Natalie Galanina;Rafael Bejar;Michael Choi;Aaron Goodman;Matthew Wieduwilt;Carolyn Mulroney;Lisa Kim;Huwate Yeerna;Pablo Tamayo;Jo-Anne Vergilio;Tariq I Mughal;Vincent Miller;Catriona Jamieson;Razelle Kurzrock,2018-12-21,72,2.72,U24CA248457,2020-06-01T00:00:00,528
U01CA253553,30652617,"A Behavior-Modification, Clinical-Grade Mobile Application to Improve Breast Cancer Survivors' Accountability and Health Outcomes.",Renee Stubbins;Tiancheng He;Xiaohui Yu;Mamta Puppala;Chika F Ezeana;Shenyi Chen;Miguel Valdivia Y Alvarado;Joe Ensor;Angel Rodriguez;Polly Niravath;Jenny Chang;Stephen T C Wong;Tejal Patel,2018-12-01,135,5.34,U01CA253553,2020-09-15T00:00:00,654
R21CA253394,30654029,Temporal biomedical data analytics.,Robert Moskovitch;Yuval Shahar;Fei Wang;George Hripcsak,2019-01-14,113,4.24,R21CA253394,2021-04-08T00:00:00,815
U01CA246659,30696998,Psychosocial Assessment of Candidates for Transplant (PACT) as a tool for psychological and social evaluation of allogeneic hematopoietic cell transplantation recipients.,Sanghee Hong;Lisa Rybicki;Donna Corrigan;Jane Dabney;Betty K Hamilton;Matt Kalaycio;Christine Lawrence;Linda McLellan;Ronald Sobecks;Stephanie J Lee;Navneet S Majhail,2019-01-29,9,0.99,U01CA246659,2020-09-18T00:00:00,598
U01CA246659,30707763,Lasting effects of cancer and its treatment on employment and finances in adolescent and young adult cancer survivors.,Tyler G Ketterl;Karen L Syrjala;Jacqueline Casillas;Linda A Jacobs;Steven C Palmer;Mary S McCabe;Patricia A Ganz;Linda Overholser;Ann Partridge;Emily Jo Rajotte;Abby R Rosenberg;Betsy Risendal;Donald L Rosenstein;Kevin Scott Baker,2019-02-01,13,0.48,U01CA246659,2020-09-18T00:00:00,595
U24CA248457,30723579,APOBEC-related mutagenesis and neo-peptide hydrophobicity: implications for response to immunotherapy.,Amélie Boichard;Timothy V Pham;Huwate Yeerna;Aaron Goodman;Pablo Tamayo;Scott Lippman;Garrett M Frampton;Igor F Tsigelny;Razelle Kurzrock,2018-12-24,8,0.66,U24CA248457,2020-06-01T00:00:00,525
U24CA248457,30773340,A Platform of Synthetic Lethal Gene Interaction Networks Reveals that the GNAQ Uveal Melanoma Oncogene Controls the Hippo Pathway through FAK.,Xiaodong Feng;Nadia Arang;Damiano Cosimo Rigiracciolo;Joo Sang Lee;Huwate Yeerna;Zhiyong Wang;Simone Lubrano;Ayush Kishore;Jonathan A Pachter;Gabriele M König;Marcello Maggiolini;Evi Kostenis;David D Schlaepfer;Pablo Tamayo;Qianming Chen;Eytan Ruppin;J Silvio Gutkind,2019-02-14,22,0.81,U24CA248457,2020-06-01T00:00:00,473
U01CA246659,30953767,Worsening cognitive performance is associated with increases in systemic inflammation following hematopoietic cell transplantation.,Aasha I Hoogland;Ashley M Nelson;Brian D Gonzalez;Brent J Small;Elizabeth C Breen;Steve K Sutton;Karen L Syrjala;Julienne E Bower;Joseph Pidala;Margaret Booth-Jones;Paul B Jacobsen;Heather S L Jim,2019-04-03,27,1.09,U01CA246659,2020-09-18T00:00:00,534
P50CA247749,30961826,Expanding the Role of STING in Cellular Homeostasis and Transformation.,Jun Li;Samuel F Bakhoum,2019-02-23,45,2.31,P50CA247749,2020-08-13T00:00:00,537
U01CA263981,31012549,Preclinical activity of the antibody-drug conjugate denintuzumab mafodotin (SGN-CD19A) against pediatric acute lymphoblastic leukemia xenografts.,Luke Jones;Hannah McCalmont;Kathryn Evans;Chelsea Mayoh;Raushan T Kurmasheva;Catherine A Billups;Peter J Houghton;Malcolm A Smith;Richard B Lock,2019-04-23,27,0.88,U01CA263981,2021-09-01T00:00:00,862
U01CA243072,31097707,Optimal control nodes in disease-perturbed networks as targets for combination therapy.,Yuxuan Hu;Chia-Hui Chen;Yang-Yang Ding;Xiao Wen;Bingbo Wang;Lin Gao;Kai Tan,2019-05-16,5,0.31,U01CA243072,2020-06-01T00:00:00,382
U01CA263981,31099166,Evaluation of entinostat alone and in combination with standard-of-care cytotoxic agents against rhabdomyosarcoma xenograft models.,Raushan T Kurmasheva;Abhik Bandyopadhyay;Edward Favours;Vanessa Del Pozo;Samson Ghilu;Doris A Phelps;Stephen W Erickson;Cody J Peer;William D Figg;Malcolm A Smith;Peter J Houghton,2019-05-16,32,1.64,U01CA263981,2021-09-01T00:00:00,839
U01CA253553,31141423,A Deep Learning-Based Decision Support Tool for Precision Risk Assessment of Breast Cancer.,Tiancheng He;Mamta Puppala;Chika F Ezeana;Yan-Siang Huang;Ping-Hsuan Chou;Xiaohui Yu;Shenyi Chen;Lin Wang;Zheng Yin;Rebecca L Danforth;Joe Ensor;Jenny Chang;Tejal Patel;Stephen T C Wong,2019-05-01,32,2.79,U01CA253553,2020-09-15T00:00:00,503
U01CA246659,31272258,Patient-reported outcomes in systemic AL amyloidosis with functional assessment of cancer therapy-general (FACT-G) and patient-reported outcomes measurement information system-global health (PROMIS-GH) in a real-world population.,Rajshekhar Chakraborty;Lisa Rybicki;Jacqulyn Tomer;Christy J Samaras;Beth M Faiman;Jason Valent;Navneet S Majhail,2019-07-05,7,0.34,U01CA246659,2020-09-18T00:00:00,441
U54CA285116,31315653,Hyperinsulinemia promotes aberrant histone acetylation in triple-negative breast cancer.,Parijat Senapati;Hiroyuki Kato;Michael Lee;Amy Leung;Christine Thai;Angelica Sanchez;Emily J Gallagher;Derek LeRoith;Victoria L Seewaldt;David K Ann;Dustin E Schones,2019-07-17,40,1.69,U54CA285116,2023-09-22T00:00:00,1528
U01CA246659,31319383,"NCCN Guidelines Insights: Survivorship, Version 2.2019.",Tara Sanft;Crystal S Denlinger;Saro Armenian;K Scott Baker;Gregory Broderick;Wendy Demark-Wahnefried;Debra L Friedman;Mindy Goldman;Melissa Hudson;Nazanin Khakpour;Divya Koura;Robin M Lally;Terry S Langbaum;Allison L McDonough;Michelle Melisko;Kathi Mooney;Halle C F Moore;Javid J Moslehi;Tracey O'Connor;Linda Overholser;Electra D Paskett;Lindsay Peterson;William Pirl;M Alma Rodriguez;Kathryn J Ruddy;Sophia Smith;Karen L Syrjala;Amye Tevaarwerk;Susan G Urba;Phyllis Zee;Nicole R McMillian;Deborah A Freedman-Cass,2019-07-01,24,0.72,U01CA246659,2020-09-18T00:00:00,445
U24CA264029,31344359,Before and After: Comparison of Legacy and Harmonized TCGA Genomic Data Commons' Data.,Galen F Gao;Joel S Parker;Sheila M Reynolds;Tiago C Silva;Liang-Bo Wang;Wanding Zhou;Rehan Akbani;Matthew Bailey;Saianand Balu;Benjamin P Berman;Denise Brooks;Hu Chen;Andrew D Cherniack;John A Demchok;Li Ding;Ina Felau;Sharon Gaheen;Daniela S Gerhard;David I Heiman;Kyle M Hernandez;Katherine A Hoadley;Reyka Jayasinghe;Anab Kemal;Theo A Knijnenburg;Peter W Laird;Michael K A Mensah;Andrew J Mungall;A Gordon Robertson;Hui Shen;Roy Tarnuzzer;Zhining Wang;Matthew Wyczalkowski;Liming Yang;Jean C Zenklusen;Zhenyu Zhang;Genomic Data Analysis Network;Han Liang;Michael S Noble,2019-07-24,11388,780.63,U24CA264029,2021-09-20T00:00:00,789
U24CA248010,31395609,Use of Natural Language Processing to Extract Clinical Cancer Phenotypes from Electronic Medical Records.,Guergana K Savova;Ioana Danciu;Folami Alamudun;Timothy Miller;Chen Lin;Danielle S Bitterman;Georgia Tourassi;Jeremy L Warner,2019-08-08,7,0.27,U24CA248010,2020-09-24T00:00:00,413
U01CA243004,31473251,BET protein targeting suppresses the PD-1/PD-L1 pathway in triple-negative breast cancer and elicits anti-tumor immune response.,Guillaume P Andrieu;Jordan S Shafran;Charlotte L Smith;Anna C Belkina;Allison N Casey;Naser Jafari;Gerald V Denis,2019-08-29,1,0.06,U01CA243004,2020-09-09T00:00:00,377
P50CA281701,31521747,"The ""life code"": A theory that unifies the human life cycle and the origin of human tumors.",Jinsong Liu,2019-09-12,49,1.91,P50CA281701,2023-09-19T00:00:00,1468
U01CA246659,31525493,Conditional Long-Term Survival after Autologous Hematopoietic Cell Transplantation for Diffuse Large B Cell Lymphoma.,Jessica El-Asmar;Lisa Rybicki;Brian J Bolwell;Mohamed A Kharfan-Dabaja;Robert Dean;Betty K Hamilton;Rabi Hanna;Deepa Jagadeesh;Matt Kalaycio;Brad Pohlman;Ronald Sobecks;Brian T Hill;Navneet S Majhail,2019-09-13,10,0.72,U01CA246659,2020-09-18T00:00:00,371
U01CA263981,31558580,Challenges and Opportunities for Childhood Cancer Drug Development.,Peter J Houghton;Raushan T Kurmasheva,2019-10-01,222,7.66,U01CA263981,2021-09-01T00:00:00,701
R21CA269099,31674217,Using Xenopus oocytes in neurological disease drug discovery.,Steven L Zeng;Leland C Sudlow;Mikhail Y Berezin,2019-11-01,8,0.4,R21CA269099,2022-07-01T00:00:00,973
U01CA263981,31693904,Genomic Profiling of Childhood Tumor Patient-Derived Xenograft Models to Enable Rational Clinical Trial Design.,Jo Lynne Rokita;Komal S Rathi;Maria F Cardenas;Kristen A Upton;Joy Jayaseelan;Katherine L Cross;Jacob Pfeil;Laura E Egolf;Gregory P Way;Alvin Farrel;Nathan M Kendsersky;Khushbu Patel;Krutika S Gaonkar;Apexa Modi;Esther R Berko;Gonzalo Lopez;Zalman Vaksman;Chelsea Mayoh;Jonas Nance;Kristyn McCoy;Michelle Haber;Kathryn Evans;Hannah McCalmont;Katerina Bendak;Julia W Böhm;Glenn M Marshall;Vanessa Tyrrell;Karthik Kalletla;Frank K Braun;Lin Qi;Yunchen Du;Huiyuan Zhang;Holly B Lindsay;Sibo Zhao;Jack Shu;Patricia Baxter;Christopher Morton;Dias Kurmashev;Siyuan Zheng;Yidong Chen;Jay Bowen;Anthony C Bryan;Kristen M Leraas;Sara E Coppens;HarshaVardhan Doddapaneni;Zeineen Momin;Wendong Zhang;Gregory I Sacks;Lori S Hart;Kateryna Krytska;Yael P Mosse;Gregory J Gatto;Yolanda Sanchez;Casey S Greene;Sharon J Diskin;Olena Morozova Vaske;David Haussler;Julie M Gastier-Foster;E Anders Kolb;Richard Gorlick;Xiao-Nan Li;C Patrick Reynolds;Raushan T Kurmasheva;Peter J Houghton;Malcolm A Smith;Richard B Lock;Pichai Raman;David A Wheeler;John M Maris,2019-11-05,22,1.18,U01CA263981,2021-09-01T00:00:00,666
U01CA253472,31705064,MCP-1/CCR-2 axis in adipocytes and cancer cell respectively facilitates ovarian cancer peritoneal metastasis.,Chaoyang Sun;Xi Li;Ensong Guo;Na Li;Bo Zhou;Hao Lu;Jia Huang;Meng Xia;Wanying Shan;Beibei Wang;Kezhen Li;Danhui Weng;Xiaoyan Xu;Qinglei Gao;Shixuan Wang;Junbo Hu;Yiling Lu;Gordon B Mills;Gang Chen,2019-11-08,16,0.87,U01CA253472,2021-04-01T00:00:00,510
U01CA263981,31927611,Prospective use of the single-mouse experimental design for the evaluation of PLX038A.,Samson Ghilu;Qilin Li;Shaun D Fontaine;Daniel V Santi;Raushan T Kurmasheva;Siyuan Zheng;Peter J Houghton,2020-01-11,49,1.7,U01CA263981,2021-09-01T00:00:00,599
