coreproject,pmid,title,authors,publication_date,citation_count,relative_citation_ratio,project_id,project_start_date,day_diff
R21CA229027,27422270,Organoid-on-a-chip and body-on-a-chip systems for drug screening and disease modeling.,Aleksander Skardal;Thomas Shupe;Anthony Atala,2016-07-12,5,0.26,R21CA229027,2018-08-09T12:08:00Z,758
R01CA207445,27446983,Mouse Mammary Intraductal (MIND) Method for Transplantation of Patient Derived Primary DCIS Cells and Cell Lines.,Frances Kittrell;Kelli Valdez;Hanan Elsarraj;Yan Hong;Daniel Medina;Fariba Behbod,2016-03-05,136,4.48,R01CA207445,2017-03-09T12:03:00Z,369
U01CA220378,27502248,Radiogenomics to characterize regional genetic heterogeneity in glioblastoma.,Leland S Hu;Shuluo Ning;Jennifer M Eschbacher;Leslie C Baxter;Nathan Gaw;Sara Ranjbar;Jonathan Plasencia;Amylou C Dueck;Sen Peng;Kris A Smith;Peter Nakaji;John P Karis;C Chad Quarles;Teresa Wu;Joseph C Loftus;Robert B Jenkins;Hugues Sicotte;Thomas M Kollmeyer;Brian P O'Neill;William Elmquist;Joseph M Hoxworth;David Frakes;Jann Sarkaria;Kristin R Swanson;Nhan L Tran;Jing Li;J Ross Mitchell,2016-08-08,38,1.22,U01CA220378,2017-09-12T12:09:00Z,400
U01CA230690,27998963,Circulating tumor markers: harmonizing the yin and yang of CTCs and ctDNA for precision medicine.,I S Batth;A Mitra;S Manier;I M Ghobrial;D Menter;S Kopetz;S Li,2017-03-01,5,0.23,U01CA230690,2018-09-14T12:09:00Z,562
U01CA227550,28036186,Curvature-Driven Migration of Colloids on Tense Lipid Bilayers.,Ningwei Li;Nima Sharifi-Mood;Fuquan Tu;Daeyeon Lee;Ravi Radhakrishnan;Tobias Baumgart;Kathleen J Stebe,2016-12-30,77,5.16,U01CA227550,2018-06-01T12:06:00Z,518
P50CA217694,28233365,ETV transcriptional upregulation is more reliable than RNA sequencing algorithms and FISH in diagnosing round cell sarcomas with CIC gene rearrangements.,Yu-Chien Kao;Yun-Shao Sung;Chun-Liang Chen;Lei Zhang;Brendan C Dickson;David Swanson;Sumathi Vaiyapuri;Farida Latif;Abdullah Alholle;Shih-Chiang Huang;Jason L Hornick;Cristina R Antonescu,2017-03-31,91,4.04,P50CA217694,2018-09-01T12:09:00Z,519
P50CA217694,28270683,MAX inactivation is an early event in GIST development that regulates p16 and cell proliferation.,Inga-Marie Schaefer;Yuexiang Wang;Cher-Wei Liang;Nacef Bahri;Anna Quattrone;Leona Doyle;Adrian Mariño-Enríquez;Alexandra Lauria;Meijun Zhu;Maria Debiec-Rychter;Susanne Grunewald;Jaclyn F Hechtman;Armelle Dufresne;Cristina R Antonescu;Carol Beadling;Ewa T Sicinska;Matt van de Rijn;George D Demetri;Marc Ladanyi;Christopher L Corless;Michael C Heinrich;Chandrajit P Raut;Sebastian Bauer;Jonathan A Fletcher,2017-03-08,37,1.37,P50CA217694,2018-09-01T12:09:00Z,542
P50CA217694,28337592,Head and Neck Round Cell Sarcomas: A Comparative Clinicopathologic Analysis of 2 Molecular Subsets: Ewing and CIC-Rearranged Sarcomas.,Adepitan A Owosho;Cherry L Estilo;Joseph M Huryn;Lei Zhang;Christopher D M Fletcher;Cristina R Antonescu,2017-03-23,11,0.38,P50CA217694,2018-09-01T12:09:00Z,527
U24CA264029,28522256,"Sporadic Early-Onset Diffuse Gastric Cancers Have High Frequency of Somatic CDH1 Alterations, but Low Frequency of Somatic RHOA Mutations Compared With Late-Onset Cancers.",Soo Young Cho;Jun Won Park;Yang Liu;Young Soo Park;Ju Hee Kim;Hanna Yang;Hyejin Um;Woo Ri Ko;Byung Il Lee;Sun Young Kwon;Seung Wan Ryu;Chae Hwa Kwon;Do Youn Park;Jae-Hyuk Lee;Sang Il Lee;Kyu Sang Song;Hoon Hur;Sang-Uk Han;Heekyung Chang;Su-Jin Kim;Byung-Sik Kim;Jeong-Hwan Yook;Moon-Won Yoo;Beom-Su Kim;In-Seob Lee;Myeong-Cherl Kook;Nina Thiessen;An He;Chip Stewart;Andrew Dunford;Jaegil Kim;Juliann Shih;Gordon Saksena;Andrew D Cherniack;Steven Schumacher;Amaro-Taylor Weiner;Mara Rosenberg;Gad Getz;Eun Gyeong Yang;Min-Hee Ryu;Adam J Bass;Hark Kyun Kim,2017-05-15,90,2.88,U24CA264029,2021-09-20T12:09:00Z,1589
P50CA221745,28802642,"Prognostic Value of TERT Alterations, Mutational and Copy Number Alterations Burden in Urothelial Carcinoma.",Sumit Isharwal;François Audenet;Esther Drill;Eugene J Pietzak;Gopa Iyer;Irina Ostrovnaya;Eugene Cha;Timothy Donahue;Maria Arcila;Gowtham Jayakumaran;Michael F Berger;Jonathan E Rosenberg;Dean F Bajorin;Jonathan Coleman;Guido Dalbagni;Victor E Reuter;Bernard H Bochner;David B Solit;Hikmat A Al-Ahmadie,2017-08-10,7,0.31,P50CA221745,2018-08-24T12:08:00Z,379
P50CA247749,28837865,Valproic acid sensitizes breast cancer cells to hydroxyurea through inhibiting RPA2 hyperphosphorylation-mediated DNA repair pathway.,Youjia Tian;Guochao Liu;Hui Wang;Zhujun Tian;Zuchao Cai;Fengmei Zhang;Yue Luo;Shue Wang;Gongshe Guo;Xiaowei Wang;Simon Powell;Zhihui Feng,2017-08-09,5,0.31,P50CA247749,2020-08-13T12:08:00Z,1100
U01CA243004,29217119,Panomics for Precision Medicine.,Charanjit Sandhu;Alia Qureshi;Andrew Emili,2017-12-05,45,1.48,U01CA243004,2020-09-09T12:09:00Z,1009
R21CA236561,29286635,Multiplexed Profiling of Single Extracellular Vesicles.,Kyungheon Lee;Kyle Fraser;Bassel Ghaddar;Katy Yang;Eunha Kim;Leonora Balaj;E Antonio Chiocca;Xandra O Breakefield;Hakho Lee;Ralph Weissleder,2018-01-04,8,0.48,R21CA236561,2019-04-12T12:04:00Z,463
P50CA236733,29334372,Pharmacological blockade of ASCT2-dependent glutamine transport leads to antitumor efficacy in preclinical models.,Michael L Schulte;Allie Fu;Ping Zhao;Jun Li;Ling Geng;Shannon T Smith;Jumpei Kondo;Robert J Coffey;Marc O Johnson;Jeffrey C Rathmell;Joe T Sharick;Melissa C Skala;Jarrod A Smith;Jordan Berlin;M Kay Washington;Michael L Nickels;H Charles Manning,2018-01-15,12,0.6,P50CA236733,2019-07-09T12:07:00Z,540
P50CA244433,29357876,Training scholars in dissemination and implementation research for cancer prevention and control: a mentored approach.,Margaret Padek;Nageen Mir;Rebekah R Jacob;David A Chambers;Maureen Dobbins;Karen M Emmons;Jon Kerner;Shiriki Kumanyika;Christine Pfund;Enola K Proctor;Kurt C Stange;Ross C Brownson,2018-01-22,13,0.51,P50CA244433,2019-09-20T12:09:00Z,606
P50CA221703,29387478,Retrospective review of metastatic melanoma patients with leptomeningeal disease treated with intrathecal interleukin-2.,Isabella C Glitza;Michelle Rohlfs;Nandita Guha-Thakurta;Roland L Bassett;Chantale Bernatchez;Adi Diab;Scott E Woodman;Cassian Yee;Rodabe N Amaria;Sapna P Patel;Hussein Tawbi;Michael Wong;Wen-Jen Hwu;Patrick Hwu;Amy Heimberger;Ian E McCutcheon;Nicholas Papadopoulos;Michael A Davies,2018-01-24,79,3.59,P50CA221703,2019-07-16T12:07:00Z,538
P50CA221703,29449192,"Association of body-mass index and outcomes in patients with metastatic melanoma treated with targeted therapy, immunotherapy, or chemotherapy: a retrospective, multicohort analysis.",Jennifer L McQuade;Carrie R Daniel;Kenneth R Hess;Carmen Mak;Daniel Y Wang;Rajat R Rai;John J Park;Lauren E Haydu;Christine Spencer;Matthew Wongchenko;Stephen Lane;Dung-Yang Lee;Mathilde Kaper;Meredith McKean;Kathryn E Beckermann;Samuel M Rubinstein;Isabelle Rooney;Luna Musib;Nageshwar Budha;Jessie Hsu;Theodore S Nowicki;Alexandre Avila;Tomas Haas;Maneka Puligandla;Sandra Lee;Shenying Fang;Jennifer A Wargo;Jeffrey E Gershenwald;Jeffrey E Lee;Patrick Hwu;Paul B Chapman;Jeffrey A Sosman;Dirk Schadendorf;Jean-Jacques Grob;Keith T Flaherty;Dana Walker;Yibing Yan;Edward McKenna;Jeffrey J Legos;Matteo S Carlino;Antoni Ribas;John M Kirkwood;Georgina V Long;Douglas B Johnson;Alexander M Menzies;Michael A Davies,2018-02-12,73,3.34,P50CA221703,2019-07-16T12:07:00Z,519
R37CA234021,29457796,"H3B-8800, an orally available small-molecule splicing modulator, induces lethality in spliceosome-mutant cancers.",Michael Seiler;Akihide Yoshimi;Rachel Darman;Betty Chan;Gregg Keaney;Michael Thomas;Anant A Agrawal;Benjamin Caleb;Alfredo Csibi;Eckley Sean;Peter Fekkes;Craig Karr;Virginia Klimek;George Lai;Linda Lee;Pavan Kumar;Stanley Chun-Wei Lee;Xiang Liu;Crystal Mackenzie;Carol Meeske;Yoshiharu Mizui;Eric Padron;Eunice Park;Ermira Pazolli;Shouyong Peng;Sudeep Prajapati;Justin Taylor;Teng Teng;John Wang;Markus Warmuth;Huilan Yao;Lihua Yu;Ping Zhu;Omar Abdel-Wahab;Peter G Smith;Silvia Buonamici,2018-02-19,66,2.2,R37CA234021,2019-08-12T12:08:00Z,539
U24CA264029,29535149,SvABA: genome-wide detection of structural variants and indels by local assembly.,Jeremiah A Wala;Pratiti Bandopadhayay;Noah F Greenwald;Ryan O'Rourke;Ted Sharpe;Chip Stewart;Steve Schumacher;Yilong Li;Joachim Weischenfeldt;Xiaotong Yao;Chad Nusbaum;Peter Campbell;Gad Getz;Matthew Meyerson;Cheng-Zhong Zhang;Marcin Imielinski;Rameen Beroukhim,2018-03-13,19,0.88,U24CA264029,2021-09-20T12:09:00Z,1287
R01CA246722,29809107,Peripheral T Cells as a Biomarker for Oxygen-Ion-Radiation-Induced Social Impairments.,Karen Krukowski;Tamako Jones;Mary Campbell-Beachler;Gregory Nelson;Susanna Rosi,2018-05-29,4,0.15,R01CA246722,2020-07-01T12:07:00Z,764
P50CA236733,29853605,Ornithine Decarboxylase in Macrophages Exacerbates Colitis and Promotes Colitis-Associated Colon Carcinogenesis by Impairing M1 Immune Responses.,Kshipra Singh;Lori A Coburn;Mohammad Asim;Daniel P Barry;Margaret M Allaman;Chanjuan Shi;M Kay Washington;Paula B Luis;Claus Schneider;Alberto G Delgado;M Blanca Piazuelo;John L Cleveland;Alain P Gobert;Keith T Wilson,2018-05-31,1,0.16,P50CA236733,2019-07-09T12:07:00Z,404
P50CA236733,29904166,Pharmacological activation of epidermal growth factor receptor signaling inhibits colitis-associated cancer in mice.,Philip E Dubé;Cambrian Y Liu;Nandini Girish;M Kay Washington;D Brent Polk,2018-06-14,16,0.78,P50CA236733,2019-07-09T12:07:00Z,390
R21CA231911,29905905,Selective modification of fluciclovine (<sup>18</sup>F) transport in prostate carcinoma xenografts.,F I Tade;W G Wiles;G Lu;B Bilir;O Akin-Akintayo;J S Lee;D Patil;W Yu;C Ormenisan Gherasim;B Fei;C S Moreno;A O Osunkoya;E J Teoh;S Oka;H Okudaira;M M Goodman;D M Schuster,2018-06-15,11,0.51,R21CA231911,2019-07-01T12:07:00Z,381
P50CA236733,29907869,BVES is required for maintenance of colonic epithelial integrity in experimental colitis by modifying intestinal permeability.,Yash A Choksi;Vishruth K Reddy;Kshipra Singh;Caitlyn W Barrett;Sarah P Short;Bobak Parang;Cody E Keating;Joshua J Thompson;Thomas G Verriere;Rachel E Brown;M Blanca Piazuelo;David M Bader;M Kay Washington;Mukul K Mittal;Thomas Brand;Alain P Gobert;Lori A Coburn;Keith T Wilson;Christopher S Williams,2018-06-15,228,8.21,P50CA236733,2019-07-09T12:07:00Z,389
U24CA248457,29985391,Assembly and activation of the Hippo signalome by FAT1 tumor suppressor.,Daniel Martin;Maria S Degese;Lynn Vitale-Cross;Ramiro Iglesias-Bartolome;Juan Luis Callejas Valera;Zhiyong Wang;Xiaodong Feng;Huwate Yeerna;Vachan Vadmal;Toshiro Moroishi;Rick F Thorne;Moraima Zaida;Bradford Siegele;Sok C Cheong;Alfredo A Molinolo;Yardena Samuels;Pablo Tamayo;Kun Liang Guan;Scott M Lippman;J Guy Lyons;J Silvio Gutkind,2018-07-09,61,2.41,U24CA248457,2020-06-01T12:06:00Z,693
U24CA248457,30563849,A Curated Resource for Phosphosite-specific Signature Analysis.,Karsten Krug;Philipp Mertins;Bin Zhang;Peter Hornbeck;Rajesh Raju;Rushdy Ahmad;Matthew Szucs;Filip Mundt;Dominique Forestier;Judit Jane-Valbuena;Hasmik Keshishian;Michael A Gillette;Pablo Tamayo;Jill P Mesirov;Jacob D Jaffe;Steven A Carr;D R Mani,2018-12-18,81,3.8,U24CA248457,2020-06-01T12:06:00Z,531
U24CA248457,30583461,Comprehensive Genomic Profiling Reveals Diverse but Actionable Molecular Portfolios across Hematologic Malignancies: Implications for Next Generation Clinical Trials.,Natalie Galanina;Rafael Bejar;Michael Choi;Aaron Goodman;Matthew Wieduwilt;Carolyn Mulroney;Lisa Kim;Huwate Yeerna;Pablo Tamayo;Jo-Anne Vergilio;Tariq I Mughal;Vincent Miller;Catriona Jamieson;Razelle Kurzrock,2018-12-21,100,5.07,U24CA248457,2020-06-01T12:06:00Z,528
U01CA253553,30652617,"A Behavior-Modification, Clinical-Grade Mobile Application to Improve Breast Cancer Survivors' Accountability and Health Outcomes.",Renee Stubbins;Tiancheng He;Xiaohui Yu;Mamta Puppala;Chika F Ezeana;Shenyi Chen;Miguel Valdivia Y Alvarado;Joe Ensor;Angel Rodriguez;Polly Niravath;Jenny Chang;Stephen T C Wong;Tejal Patel,2018-12-01,58,3.18,U01CA253553,2020-09-15T12:09:00Z,654
R21CA253394,30654029,Temporal biomedical data analytics.,Robert Moskovitch;Yuval Shahar;Fei Wang;George Hripcsak,2019-01-14,14,0.65,R21CA253394,2021-04-08T12:04:00Z,815
U01CA246659,30696998,Psychosocial Assessment of Candidates for Transplant (PACT) as a tool for psychological and social evaluation of allogeneic hematopoietic cell transplantation recipients.,Sanghee Hong;Lisa Rybicki;Donna Corrigan;Jane Dabney;Betty K Hamilton;Matt Kalaycio;Christine Lawrence;Linda McLellan;Ronald Sobecks;Stephanie J Lee;Navneet S Majhail,2019-01-29,27,1.16,U01CA246659,2020-09-18T12:09:00Z,598
U01CA246659,30707763,Lasting effects of cancer and its treatment on employment and finances in adolescent and young adult cancer survivors.,Tyler G Ketterl;Karen L Syrjala;Jacqueline Casillas;Linda A Jacobs;Steven C Palmer;Mary S McCabe;Patricia A Ganz;Linda Overholser;Ann Partridge;Emily Jo Rajotte;Abby R Rosenberg;Betsy Risendal;Donald L Rosenstein;Kevin Scott Baker,2019-02-01,31,1.39,U01CA246659,2020-09-18T12:09:00Z,595
U24CA248457,30723579,APOBEC-related mutagenesis and neo-peptide hydrophobicity: implications for response to immunotherapy.,Amélie Boichard;Timothy V Pham;Huwate Yeerna;Aaron Goodman;Pablo Tamayo;Scott Lippman;Garrett M Frampton;Igor F Tsigelny;Razelle Kurzrock,2018-12-24,380,21.05,U24CA248457,2020-06-01T12:06:00Z,525
U24CA248457,30773340,A Platform of Synthetic Lethal Gene Interaction Networks Reveals that the GNAQ Uveal Melanoma Oncogene Controls the Hippo Pathway through FAK.,Xiaodong Feng;Nadia Arang;Damiano Cosimo Rigiracciolo;Joo Sang Lee;Huwate Yeerna;Zhiyong Wang;Simone Lubrano;Ayush Kishore;Jonathan A Pachter;Gabriele M König;Marcello Maggiolini;Evi Kostenis;David D Schlaepfer;Pablo Tamayo;Qianming Chen;Eytan Ruppin;J Silvio Gutkind,2019-02-14,6,0.3,U24CA248457,2020-06-01T12:06:00Z,473
U01CA246659,30953767,Worsening cognitive performance is associated with increases in systemic inflammation following hematopoietic cell transplantation.,Aasha I Hoogland;Ashley M Nelson;Brian D Gonzalez;Brent J Small;Elizabeth C Breen;Steve K Sutton;Karen L Syrjala;Julienne E Bower;Joseph Pidala;Margaret Booth-Jones;Paul B Jacobsen;Heather S L Jim,2019-04-03,22,1.28,U01CA246659,2020-09-18T12:09:00Z,534
P50CA247749,30961826,Expanding the Role of STING in Cellular Homeostasis and Transformation.,Jun Li;Samuel F Bakhoum,2019-02-23,125,4.62,P50CA247749,2020-08-13T12:08:00Z,537
U01CA263981,31012549,Preclinical activity of the antibody-drug conjugate denintuzumab mafodotin (SGN-CD19A) against pediatric acute lymphoblastic leukemia xenografts.,Luke Jones;Hannah McCalmont;Kathryn Evans;Chelsea Mayoh;Raushan T Kurmasheva;Catherine A Billups;Peter J Houghton;Malcolm A Smith;Richard B Lock,2019-04-23,19,1.16,U01CA263981,2021-09-01T12:09:00Z,862
U01CA243072,31097707,Optimal control nodes in disease-perturbed networks as targets for combination therapy.,Yuxuan Hu;Chia-Hui Chen;Yang-Yang Ding;Xiao Wen;Bingbo Wang;Lin Gao;Kai Tan,2019-05-16,22,1.13,U01CA243072,2020-06-01T12:06:00Z,382
U01CA263981,31099166,Evaluation of entinostat alone and in combination with standard-of-care cytotoxic agents against rhabdomyosarcoma xenograft models.,Raushan T Kurmasheva;Abhik Bandyopadhyay;Edward Favours;Vanessa Del Pozo;Samson Ghilu;Doris A Phelps;Stephen W Erickson;Cody J Peer;William D Figg;Malcolm A Smith;Peter J Houghton,2019-05-16,55,2.85,U01CA263981,2021-09-01T12:09:00Z,839
U01CA253553,31141423,A Deep Learning-Based Decision Support Tool for Precision Risk Assessment of Breast Cancer.,Tiancheng He;Mamta Puppala;Chika F Ezeana;Yan-Siang Huang;Ping-Hsuan Chou;Xiaohui Yu;Shenyi Chen;Lin Wang;Zheng Yin;Rebecca L Danforth;Joe Ensor;Jenny Chang;Tejal Patel;Stephen T C Wong,2019-05-01,5,0.24,U01CA253553,2020-09-15T12:09:00Z,503
U01CA246659,31272258,Patient-reported outcomes in systemic AL amyloidosis with functional assessment of cancer therapy-general (FACT-G) and patient-reported outcomes measurement information system-global health (PROMIS-GH) in a real-world population.,Rajshekhar Chakraborty;Lisa Rybicki;Jacqulyn Tomer;Christy J Samaras;Beth M Faiman;Jason Valent;Navneet S Majhail,2019-07-05,22,1.2,U01CA246659,2020-09-18T12:09:00Z,441
U54CA285116,31315653,Hyperinsulinemia promotes aberrant histone acetylation in triple-negative breast cancer.,Parijat Senapati;Hiroyuki Kato;Michael Lee;Amy Leung;Christine Thai;Angelica Sanchez;Emily J Gallagher;Derek LeRoith;Victoria L Seewaldt;David K Ann;Dustin E Schones,2019-07-17,55,3.3,U54CA285116,2023-09-22T12:09:00Z,1528
U01CA246659,31319383,"NCCN Guidelines Insights: Survivorship, Version 2.2019.",Tara Sanft;Crystal S Denlinger;Saro Armenian;K Scott Baker;Gregory Broderick;Wendy Demark-Wahnefried;Debra L Friedman;Mindy Goldman;Melissa Hudson;Nazanin Khakpour;Divya Koura;Robin M Lally;Terry S Langbaum;Allison L McDonough;Michelle Melisko;Kathi Mooney;Halle C F Moore;Javid J Moslehi;Tracey O'Connor;Linda Overholser;Electra D Paskett;Lindsay Peterson;William Pirl;M Alma Rodriguez;Kathryn J Ruddy;Sophia Smith;Karen L Syrjala;Amye Tevaarwerk;Susan G Urba;Phyllis Zee;Nicole R McMillian;Deborah A Freedman-Cass,2019-07-01,37,1.77,U01CA246659,2020-09-18T12:09:00Z,445
U24CA264029,31344359,Before and After: Comparison of Legacy and Harmonized TCGA Genomic Data Commons' Data.,Galen F Gao;Joel S Parker;Sheila M Reynolds;Tiago C Silva;Liang-Bo Wang;Wanding Zhou;Rehan Akbani;Matthew Bailey;Saianand Balu;Benjamin P Berman;Denise Brooks;Hu Chen;Andrew D Cherniack;John A Demchok;Li Ding;Ina Felau;Sharon Gaheen;Daniela S Gerhard;David I Heiman;Kyle M Hernandez;Katherine A Hoadley;Reyka Jayasinghe;Anab Kemal;Theo A Knijnenburg;Peter W Laird;Michael K A Mensah;Andrew J Mungall;A Gordon Robertson;Hui Shen;Roy Tarnuzzer;Zhining Wang;Matthew Wyczalkowski;Liming Yang;Jean C Zenklusen;Zhenyu Zhang;Genomic Data Analysis Network;Han Liang;Michael S Noble,2019-07-24,10,0.51,U24CA264029,2021-09-20T12:09:00Z,789
U24CA248010,31395609,Use of Natural Language Processing to Extract Clinical Cancer Phenotypes from Electronic Medical Records.,Guergana K Savova;Ioana Danciu;Folami Alamudun;Timothy Miller;Chen Lin;Danielle S Bitterman;Georgia Tourassi;Jeremy L Warner,2019-08-08,100,4.51,U24CA248010,2020-09-24T12:09:00Z,413
U01CA243004,31473251,BET protein targeting suppresses the PD-1/PD-L1 pathway in triple-negative breast cancer and elicits anti-tumor immune response.,Guillaume P Andrieu;Jordan S Shafran;Charlotte L Smith;Anna C Belkina;Allison N Casey;Naser Jafari;Gerald V Denis,2019-08-29,13,0.59,U01CA243004,2020-09-09T12:09:00Z,377
P50CA281701,31521747,"The ""life code"": A theory that unifies the human life cycle and the origin of human tumors.",Jinsong Liu,2019-09-12,46,1.97,P50CA281701,2023-09-19T12:09:00Z,1468
U01CA246659,31525493,Conditional Long-Term Survival after Autologous Hematopoietic Cell Transplantation for Diffuse Large B Cell Lymphoma.,Jessica El-Asmar;Lisa Rybicki;Brian J Bolwell;Mohamed A Kharfan-Dabaja;Robert Dean;Betty K Hamilton;Rabi Hanna;Deepa Jagadeesh;Matt Kalaycio;Brad Pohlman;Ronald Sobecks;Brian T Hill;Navneet S Majhail,2019-09-13,4,0.12,U01CA246659,2020-09-18T12:09:00Z,371
U01CA263981,31558580,Challenges and Opportunities for Childhood Cancer Drug Development.,Peter J Houghton;Raushan T Kurmasheva,2019-10-01,58,2.38,U01CA263981,2021-09-01T12:09:00Z,701
R21CA269099,31674217,Using Xenopus oocytes in neurological disease drug discovery.,Steven L Zeng;Leland C Sudlow;Mikhail Y Berezin,2019-11-01,29,1.97,R21CA269099,2022-07-01T12:07:00Z,973
U01CA263981,31693904,Genomic Profiling of Childhood Tumor Patient-Derived Xenograft Models to Enable Rational Clinical Trial Design.,Jo Lynne Rokita;Komal S Rathi;Maria F Cardenas;Kristen A Upton;Joy Jayaseelan;Katherine L Cross;Jacob Pfeil;Laura E Egolf;Gregory P Way;Alvin Farrel;Nathan M Kendsersky;Khushbu Patel;Krutika S Gaonkar;Apexa Modi;Esther R Berko;Gonzalo Lopez;Zalman Vaksman;Chelsea Mayoh;Jonas Nance;Kristyn McCoy;Michelle Haber;Kathryn Evans;Hannah McCalmont;Katerina Bendak;Julia W Böhm;Glenn M Marshall;Vanessa Tyrrell;Karthik Kalletla;Frank K Braun;Lin Qi;Yunchen Du;Huiyuan Zhang;Holly B Lindsay;Sibo Zhao;Jack Shu;Patricia Baxter;Christopher Morton;Dias Kurmashev;Siyuan Zheng;Yidong Chen;Jay Bowen;Anthony C Bryan;Kristen M Leraas;Sara E Coppens;HarshaVardhan Doddapaneni;Zeineen Momin;Wendong Zhang;Gregory I Sacks;Lori S Hart;Kateryna Krytska;Yael P Mosse;Gregory J Gatto;Yolanda Sanchez;Casey S Greene;Sharon J Diskin;Olena Morozova Vaske;David Haussler;Julie M Gastier-Foster;E Anders Kolb;Richard Gorlick;Xiao-Nan Li;C Patrick Reynolds;Raushan T Kurmasheva;Peter J Houghton;Malcolm A Smith;Richard B Lock;Pichai Raman;David A Wheeler;John M Maris,2019-11-05,3,0.13,U01CA263981,2021-09-01T12:09:00Z,666
U01CA253472,31705064,MCP-1/CCR-2 axis in adipocytes and cancer cell respectively facilitates ovarian cancer peritoneal metastasis.,Chaoyang Sun;Xi Li;Ensong Guo;Na Li;Bo Zhou;Hao Lu;Jia Huang;Meng Xia;Wanying Shan;Beibei Wang;Kezhen Li;Danhui Weng;Xiaoyan Xu;Qinglei Gao;Shixuan Wang;Junbo Hu;Yiling Lu;Gordon B Mills;Gang Chen,2019-11-08,15,0.98,U01CA253472,2021-04-01T12:04:00Z,510
U01CA263981,31927611,Prospective use of the single-mouse experimental design for the evaluation of PLX038A.,Samson Ghilu;Qilin Li;Shaun D Fontaine;Daniel V Santi;Raushan T Kurmasheva;Siyuan Zheng;Peter J Houghton,2020-01-11,45,2.32,U01CA263981,2021-09-01T12:09:00Z,599
U54CA285116,31937234,Mathematical deconvolution of CAR T-cell proliferation and exhaustion from real-time killing assay data.,Prativa Sahoo;Xin Yang;Daniel Abler;Davide Maestrini;Vikram Adhikarla;David Frankhouser;Heyrim Cho;Vanessa Machuca;Dongrui Wang;Michael Barish;Margarita Gutova;Sergio Branciamore;Christine E Brown;Russell C Rockne,2020-01-15,15,1.6,U54CA285116,2023-09-22T12:09:00Z,1346
U01CA263981,31975571,Preclinical evaluation of the combination of AZD1775 and irinotecan against selected pediatric solid tumors: A Pediatric Preclinical Testing Consortium report.,E Anders Kolb;Peter J Houghton;Raushan T Kurmasheva;Yael P Mosse;John M Maris;Stephen W Erickson;Yuelong Guo;Beverly A Teicher;Malcolm A Smith;Richard Gorlick,2020-01-23,7,1.28,U01CA263981,2021-09-01T12:09:00Z,587
R01CA253248,31988323,Lymphatic endothelial cells prime naïve CD8<sup>+</sup> T cells into memory cells under steady-state conditions.,Efthymia Vokali;Shann S Yu;Sachiko Hirosue;Marcela Rinçon-Restrepo;Fernanda V Duraes;Stefanie Scherer;Patricia Corthésy-Henrioud;Witold W Kilarski;Anna Mondino;Dietmar Zehn;Stéphanie Hugues;Melody A Swartz,2020-01-27,2,0.19,R01CA253248,2021-08-01T12:08:00Z,552
U01CA272977,32086499,Early-onset colorectal cancer: initial clues and current views.,Lorne J Hofseth;James R Hebert;Anindya Chanda;Hexin Chen;Bryan L Love;Maria M Pena;E Angela Murphy;Mathew Sajish;Amit Sheth;Phillip J Buckhaults;Franklin G Berger,2020-02-21,22,1.31,U01CA272977,2022-08-16T12:08:00Z,907
R01CA253248,32117911,Engineering Targeting Materials for Therapeutic Cancer Vaccines.,Priscilla S Briquez;Sylvie Hauert;Alexandre de Titta;Laura T Gray;Aaron T Alpar;Melody A Swartz;Jeffrey A Hubbell,2020-02-11,27,1.58,R01CA253248,2021-08-01T12:08:00Z,537
U01CA263981,32184294,Evaluation of Eribulin Combined with Irinotecan for Treatment of Pediatric Cancer Xenografts.,Andrew J Robles;Raushan T Kurmasheva;Abhik Bandyopadhyay;Doris A Phelps;Stephen W Erickson;Zhao Lai;Dias Kurmashev;Yidong Chen;Malcom A Smith;Peter J Houghton,2020-03-17,21,1.05,U01CA263981,2021-09-01T12:09:00Z,533
U01CA263981,32207565,"Initial in vivo testing of a multitarget kinase inhibitor, regorafenib, by the Pediatric Preclinical Testing Consortium.",Douglas J Harrison;Jonathan D Gill;Michael E Roth;Wendong Zhang;Beverly Teicher;Stephen Erickson;Greg Gatto;Raushan T Kurmasheva;Peter J Houghton;Malcolm A Smith;Edward Anders Kolb;Richard Gorlick,2020-03-24,30,2.25,U01CA263981,2021-09-01T12:09:00Z,526
U24CA258511,32324447,Open Health Imaging Foundation Viewer: An Extensible Open-Source Framework for Building Web-Based Imaging Applications to Support Cancer Research.,Erik Ziegler;Trinity Urban;Danny Brown;James Petts;Steve D Pieper;Rob Lewis;Chris Hafey;Gordon J Harris,2020-04-01,8,0.37,U24CA258511,2023-05-01T12:05:00Z,1125
U01CA263981,32333633,"Evaluation of VTP-50469, a menin-MLL1 inhibitor, against Ewing sarcoma xenograft models by the pediatric preclinical testing consortium.",Raushan T Kurmasheva;Abhik Bandyopadhyay;Edward Favours;Vanessa Del Pozo;Samson Ghilu;Doris A Phelps;Gerard M McGeehan;Stephen W Erickson;Malcolm A Smith;Peter J Houghton,2020-04-25,10,0.42,U01CA263981,2021-09-01T12:09:00Z,494
