project_id,project_title,abstract_text,project_start_date,project_end_date,opportunity_number,api_source_search,org_name,org_city,org_state,org_country,program.program_id
U54CA254568,Einstein/Rwanda/DRC Consortium for Research in HIV/HPV/Malignancies,"As millions of Africans living with HIV (LWH) live longer due to effective antiretroviral therapy (ART), their incidence of diseases of aging, including cancer, is increasing. Human papillomavirus (HPV) is the causal agent for almost all cervical and anal cancers, and ~50% of head and neck cancers. Cervical cancer, an AlDS- defining malignancy, is a leading cause of cancer deaths in women worldwide. The transforming capability of HPV is enhanced in women LWH (WLWH), whose HPV-related cervical lesions are more prevalent, more likely to progress, and more likely to become cancer. HPV also causes transformation of the anal mucosa. Men who have sex with men (MSM) constitute a substantial proportion of persons living with HIV (PLWH) around the world, and the incidence of HPV-related anal cancer is growing among MSM living with HIV. The incidence of cervical and anal cancers has not declined with the introduction of ART and remains elevated several fold in women and men LWH. We propose to establish an HIV-Associated HPV-related Malignancies Research Center (HAMRC) in Rwanda and the Democratic Republic of Congo (DRC), a partnership of four institutions: Albert Einstein College of Medicine, the University of Rwanda (UR), Rwanda Military Hospital (major teaching hospital for UR), and Université Protestante au Congo (UPC), to investigate HIV/HPV related cancers in Africa. This is an extension of our current U54-funded Rwanda/Einstein Research Consortium for HIV/HPV Malignancies, which has been highly successful in performing high-value rigorous research and developing laboratory and investigator research capacity. We will build upon and strengthen our existing partnerships to create a dynamic, integrated and flexible platform with academic, clinical and administrative expertise to support and foster the growth of scientific knowledge in HPV-related cancers in PLWH. We propose two research projects to be conducted over five years that can quickly impact the prevention of HIV/HPV cancers by supporting evidence-based decision-making to improve health outcomes: 1.) population based effectiveness of HPV vaccination in Rwandan women; and 2.) HPV prevalence and disease burden in men who have sex with men (MSM) in DRC and Rwanda. Embedded in both of these projects will be studies of the interaction of the local microbial flora with cervicovaginal, anal, and penile HPV infection. We propose to support both projects by developing laboratory capacity in molecular diagnostics in DRC, and in next generation sequencing (NGS) in Rwanda. Leadership will be provided by a team of four multiple principal investigators (MPIs): Kathryn Anastos MD, Leon Mutesa MD PhD, Marcel Yotebieng MD PhD, and Philip Castle PhD MPH, bringing strong experience in each or our three countries, Rwanda, DRC and the United States. Our Center, a collaboration of US, Rwandan and DRC institutions will serve as a national and regional resource hub in research, training, and career development for African scientific leaders in HIV/HPV-related cancers.",2020-09-21T12:09:00Z,2025-05-31T12:05:00Z,RFA-CA-20-001,nofo_RFA-CA-20-001,ALBERT EINSTEIN COLLEGE OF MEDICINE,BRONX,NY,UNITED STATES,hamrcs
U54CA254569,Pediatric HIV/AIDS & Infection-Related Malignancies Research Consortium for sub-Saharan Africa (PARCA),"Pediatric HIV/AIDS & Infection-Related Malignancies Research Consortium for Sub-Saharan Africa (PARCA) The goal of this proposal is to establish PARCA, a collaborative clinical and translational research framework designed with the overarching goal to improve the current unacceptably poor outcomes of children with HIV- associated malignancies in sub-Saharan Africa (SSA). Currently, over 80% of children with cancer in the US survive, whereas over 80% in the majority of SSA countries die. To begin to address this disparity and improve outcomes for children with cancer in SSA, Texas Children's Hospital leveraged the clinical infrastructure of BIPAI in Uganda, Malawi, and Botswana to establish Global HOPE (Hematology-Oncology Pediatric Excellence). Global HOPE is dedicated to excellence in the care and treatment of children globally with cancer and blood disorders through state-of-the-art treatments and cutting-edge research. These three Global HOPE pediatric cancer programs, which treat patients nationwide, have begun to transform cancer care in SSA. In the US, improvements in pediatric cancer survival were achieved largely through clinical and translational research coordinated by cooperative groups such as the Children's Oncology Group. Following that model, we propose to establish a framework for collaboration to enable advances for children in SSA living with HIV and diagnosed with cancer through PARCA. The Overarching Goals of the Consortium are to: 1. Define the descriptive epidemiology and infectious exposures related to pediatric malignancies in SSA. We will determine the incidence and outcomes of HIV-associated malignancy across the BIPAI network in SSA. 2. Conduct transformative inter-disciplinary collaborative research to reduce the burden of KS and lymphoma among children and adolescents in SSA. We will establish multi-center strategies for diagnosis, risk- stratification, and outcomes improvement for children with Kaposi sarcoma and lymphoma. These studies will be best conducted in Uganda, Malawi, and Botswana, where the pediatric patient population is large enough to establish meaningful results and conclusions. Validated results will be disseminated throughout our Global HOPE network, as it continues to expand operations in SSA. 3. Support the formation of a multi-national collaborative resource in clinical and translational research, training, and career development for African scientific leaders in HIV and pediatric cancer. We will provide myriad research and training opportunities for pediatric oncologists throughout SSA to participate in and lead translational and clinical research. This program of scientific training will complement and supplement the continued success of Global HOPE Paediatric Haematology and Oncology Fellowship Program.",2020-07-25T12:07:00Z,2025-06-30T12:06:00Z,RFA-CA-20-001,nofo_RFA-CA-20-001,BAYLOR COLLEGE OF MEDICINE,HOUSTON,TX,UNITED STATES,hamrcs
U54CA254571,"United States-East Africa HIV-Associated Malignancy Research Center (USEAHAMRC) for Career Development and the Prevention, Early Detection and Efficient Linkage to Care for Virus-related Cancers","In the field of HIV-associated malignancies, East Africa faces three intersecting problems common to resource-limited settings. First, East Africa lacks effective primary and secondary prevention strategies for cervical cancer and Kaposi’s sarcoma (KS), two of the most common cancers not only among HIV-infected persons but in the general population. Survival for both malignancies is poor due to multiple factors including lack of screening, advanced disease stage at presentation, suboptimal diagnostic tests and fragile linkage to care. Second, there is a paucity of local principal investigators to lead research related to HIV- associated cancer. Third, there are no robust research networks to study primary and secondary prevention of HIV-associated cancers in the region. To address this, eight institutions in the U.S. and East Africa will: Aim 1. Create a collaborative network of U.S.-based and East African-based scientists and institutions — the United States-East Africa HIV-Associated Malignancy Research Center (USEAHAMRC) — focused on career development and the performance of research related to prevention, early detection and efficient linkage to care for virus-related cancers; Aim 2. Support the career development of emerging African principal investigators, U.S.-based junior investigators and others in the USEAHAMRC in the performance of HIV and other virus- related cancer research; and Aim 3. Conduct novel research — led by our emerging African principal investigators — related to the prevention, early detection and efficient linkage to care for virus-related cancers. The USEAHAMRC will build on prior work in U54 CA190153 to create a network of scientists from 4 U.S. institutions (UCSF, Duke, Massachusetts General Hospital, and the National Library of Medicine) and 4 African institutions in 3 East African countries (Infectious Diseases Institute in Uganda; Moi University in Kenya; Kenya Medical Research Institute; and Muhimbili University in Tanzania) (Aim 1). We will model our career development activities after NIH-sponsored institutional mentored career development programs (Aim 2). Managed by a Developmental Core, these activities will include professional enrichment to all interested junior scientists at our participating institutions, mentoring of a select group of African and U.S.- based junior scientists to compete for career development awards, and a Pilot Project program to attract new junior scientists. Our African junior investigators will also lead two research projects (Aim 3): Project 1, A Public Health Approach to Cervical Cancer Prevention in East Africa; and Project 2, Rapid Case Ascertainment as a Tool for Epidemiologic Investigation and Efficient Linkage to Care in HIV-infected Patients Diagnosed with Kaposi Sarcoma in East Africa. A Data Management and Biostatistical Analysis Core (DMBAC) will support all of the science. Finally, an Administrative Core will oversee all operations.",2020-07-13T12:07:00Z,2026-06-30T12:06:00Z,RFA-CA-20-001,nofo_RFA-CA-20-001,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",SAN FRANCISCO,CA,UNITED STATES,hamrcs
U54CA268069,Center for Multiparametric Imaging of Tumor Immune Microenvironments,"This project proposes an integrated suite of microscopy and data analysis advances that would enable quantitative, mechanistic analysis of immune-microenvironment dynamics in poor prognosis solid tumors. While immunotherapies are showing remarkable clinical responses in some advanced cancers, to date, their impact on many solid tumors has been modest. This is due, in part, to solid tumor microenvironments limiting the effectiveness of natural immune responses and immunotherapies. Yet, our understanding of the physical and molecular mechanisms governing T cell infiltration, distribution, and function in native tumor microenvironments remains extremely limited. As such, defining key T cell behaviors as a function of complex tumor microenvironments will identify design criteria that can be used to develop novel cell engineering strategies that optimize T cell-centric therapies for solid tumors. To this end the research theme of the U54 Center for Multiparametric Imaging of Tumor Immune Microenvironments (C-MITIE) is to define physical and molecular barriers to effective anti-tumor immunity and immunotherapies through advancement and development of state-of-the-art live cell and tissue optical imaging platforms and quantitative analyses. To achieve our goals, our framework brings together advanced optical imaging platforms, nano- and micro- fabrication, genome engineering, cancer immunology, and biophysical modeling. Thus, from this integrated effort we seek to define mechanisms of immune suppression that guide the development of next-generation cell-based immunotherapies.",2021-12-09T12:12:00Z,2026-11-30T12:11:00Z,RFA-CA-21-002,nofo_RFA-CA-21-002,UNIVERSITY OF MINNESOTA,MINNEAPOLIS,MN,UNITED STATES,ccbir
U54CA268072,Imaging mechanisms of metastatic tumor formation in situ,"Project Summary In response to the RFA for a Cellular Cancer Biology Imaging Program we propose a program focused on imaging and molecularly probing the cell biological events that drive the formation of new metastatic tumors. Specifically, we will address two questions: 1) How does the intersection of shifts in cell-intrinsic and cell- extrinsic signals associated with shifts in expression of the membrane adaptor protein Caveolin-1 affect the metastatic propensity of pediatric sarcoma (Research Testbed Unit 1)? 2) What are the effects of cell-intrinsic and cell-extrinsic variation in lipid metabolism on melanoma metastasis patterns (Research Testbed Unit 2)? Answers to both questions depend on technology to capture the molecular, metabolic, and morphological states of individual metastatic cells as they colonize the distant site: In the Technology Development Unit-1 we will develop a multi-modal, multi-scale live imaging platform to investigate the effects of intersecting microenvironmental variation across an organism and cell intrinsic heterogeneity on metastatic spreading. The platform will leverage the exquisite optical and physiological properties of the zebrafish embryos to ‘watch’ at once how cells form human tumor xenografts spread to multiple distant sites where they form metastatic tumors. The microscope will allow seamless switching between a high-throughput screening mode observing the metastatic patterns in tens to hundreds of embryos in one experiment and a high-resolution imaging mode with fully isotropic resolution of 300 nm in XYZ that allows detailed analysis of the molecular, metabolic, morphologic, and proliferation/survival states of individual cells within an emerging metastatic niche. In the Technology Development Unit-2 we will develop a multi-scale imaging platform to investigate by hyper-spectral analysis the molecular, metabolic, morphological, and functional states of metastatic cells across entire mouse organs. The platform will leverage advances in tissue clearing, fully automated high-speed and high-resolution light-sheet fluorescence imaging, and computer vision, to integrate a mesoscopic imaging mode for fast acquisition of volumes of up to 20 x 20 x 20 mm at a ~5-10 micron isotropic resolution with a nanoscopic imaging mode providing 300 nm XYZ-resolution throughout a 300 micron field of view anywhere in the organ. Biological features can thus be rapidly identified and immediately interrogated with high subcellular resolution. We will then develop physically and chemically accelerated 60-plex cyclic immunofluorescence assays to comprehensively characterize the molecular, metabolic and architectural states of colonizing cells and their surroundings in the metastatic niche in thick (~200 microns) tissue sections. To accurately describe metastatic heterogeneity, the entire system, including sample handling, labeling, and imaging, will be fully automated and operated in a high-throughput fashion. Our goal with this system is to enable comprehensive profiling of heterogeneous cell metastatic cell behavior in 100’s of intact tissue specimens. Together, these platforms will generate versatile imaging tools for a new era of in situ cancer cell biology.",2021-09-24T12:09:00Z,2026-08-31T12:08:00Z,RFA-CA-21-002,nofo_RFA-CA-21-002,UT SOUTHWESTERN MEDICAL CENTER,DALLAS,TX,UNITED STATES,ccbir
U54CA268083,Center for 3D Imaging in Cancer Cell Biology,"Project Summary - Overall The mortality rates of breast and pancreatic cancers are intrinsically tied to metastasis. In pancreatic cancer, the 5-year survival rate is only 9% and in ~70% pathological evaluations of the resected tumor, instances of venous invasion are found. Metastasis is a complex multi-step process involving cancer cells, local vasculature, and the surrounding microenvironment at multiple sites. Venous invasion in pancreatic cancer, in which cancer cells gain often invade the portal vein, is an early step in this process and provides the cells a direct path to the liver, the most common site of pancreatic cancer metastasis. As in pancreatic cancer, invasion past normal breast tissue barriers is critically tied to breast cancer outcomes. Most breast tumors can be surgically removed, and so mortality is closely tied to the extent of distant metastasis through lymphovascular invasion. The detection of lymphovascular invasion in a breast tumor correlates with poor prognosis and is not captured in current molecular analyses. The spatial organization of cancer cells, and cellular and stromal components of the tumor microenvironment near and far away from blood vessels is intrinsically three-dimensional, non-symmetric, and highly heterogeneous. In the TECH units of the Johns Hopkins Center for 3D Multiscale Cancer Imaging, we will develop a versatile 3D multiscale imaging method, CODA, which will allow us to probe the phenotypic heterogeneity of tumors from the multi-cm to the micron scale via multiplexing serial imaging. CODA can readily incorporate other imaging modalities to extract high cellular/molecular content from 3D samples. These include immunocytochemistry (CODA+IHC), immunofluorescence (CODA+IF), imaging mass cytometry (CODA+IMC) and spatial transcriptomics/proteomics (CODA+DBiT-seq). These proposed expanded versions of CODA offer a unique opportunity to produce new 3D multi-omic maps of human PDAC and breast tumors near and far from blood vessels. CODA and its integrated versions CODA+X will be tested in the RTB units of the Center in both human/mouse tissue samples and organoids, in breast and pancreatic cancer. Results from these test beds will provide novel mechanistic insights into venous invasion in breast and pancreatic cancer. Exploiting our extensive experience in data dissemination, we will make the large datasets and software produced by our CODA+X platforms and software widely available to the larger cancer research community. The units of the Center will be co-led by Johns Hopkins/Yale engineers, scientists and physicians. Substantial additional support will be provided by the Johns Hopkins U., the JH School of Medicine, the Institute for Convergence, the Department of Pathology, and the Whiting School of Engineering.",2021-12-01T12:12:00Z,2026-11-30T12:11:00Z,RFA-CA-21-002,nofo_RFA-CA-21-002,JOHNS HOPKINS UNIVERSITY,BALTIMORE,MD,UNITED STATES,ccbir
U54CA268084,Northwestern University Center for Chromatin NanoImaging in Cancer (NU-CCNIC),"Overall: PROJECT SUMMARY Cancer stem cells (CSCs) play a critical role in fostering tumor resistance to therapies and relapse after treatment. This presents a crucial barrier to the development of successful anti-cancer therapeutics. Transcriptional reprogramming and plasticity play a critical role in and out of the CSC state, which in turn are interdependent on the regulatory function of the three-dimensional (3D) structure of chromatin, epigenetic states, and other molecular events. Our understanding of fundamental CSC biology has been hampered by the need for cellular nanoscale imaging technologies that provide both highly detailed structural information regarding 3D chromatin organization and highly multiplexed molecular imaging of the many molecular regulators and events involved in CSC processes. We propose to establish the Northwestern University Center for Chromatin Nanoimaging in Cancer (NU-CCNIC) to address this fundamental technology gap in cellular nanoscale imaging and deploy the new technologies to address the fundamental knowledge gap in CSC biology. The Center converges experts in cellular nanoscale imaging, computational imaging, molecular modeling, computational genomics, CSC biology, and oncology. The Center will develop, test, validate, iterate, and deploy an integrated and co-registered Multi-scale Chromatin Nanoimaging Platform that will comprise three “nested-doll” imaging techniques: chromatin scanning transmission electron microscopy, optical spectroscopic super-resolution nanoscopy, and optical spectroscopic nanosensing. The Nanoimaging Platform will enable quantitative imaging of chromatin structure and highly multiplexed molecular and gene-specific localization, at the most fundamental length-scale approaching 1 nm resolution, including the imaging of statistically significant cell populations and live cells with high temporal resolution over prolonged temporal follow-up times. The Nanoimaging Platform will be bridged to computational genomics, epigenomics, genome mapping, and predictive transcriptional modeling datasets. These technologies will be deployed to answer several long-standing open questions in CSC biology. We will elucidate whether CSCs can originate from non-CSCs via transcriptional reprogramming, test the role of chromatin structure in fostering transcriptional plasticity in CSC processes, and explore the possibility of transcriptionally reprogramming CSCs to exit the stem-state as a new therapeutic strategy. All aspects of the technology development will be guided by the needs of the CSC biology testbed through a series of research feedback loops. In the long term, such single-cell nanoimaging technologies will help comprehensive understanding of the complex interplay between structural, physico-chemical, and molecular genomic events. We anticipate that these convergence studies will provide new insights into CSC biology, which are impossible to reveal with the use of any single method, and open new opportunities for identifying therapeutic strategies.",2021-12-10T12:12:00Z,2026-11-30T12:11:00Z,RFA-CA-21-002,nofo_RFA-CA-21-002,NORTHWESTERN UNIVERSITY,Chicago,IL,UNITED STATES,ccbir
U54CA272686,Cancer Prevention-Interception Targeted Agent Discovery Program at Fox Chase Cancer Center,"PROJECT SUMMARY - OVERALL Hereditable cancer-predisposing mutations are estimated to be an underlying cause of more than 100,000 adult cancers in the US each year. For many hereditary cancer syndromes, the life-time risk of developing cancer approaches 100%. Despite revolutionary advances in “omics” technologies, our understanding of the molecular alterations required to support the establishment of precancerous lesions and promote early tumor development remains very limited, thus hindering the development of efficacious interventions. A multidisciplinary team of accomplished investigators at Fox Chase Cancer Center (FCCC), with combined expertise in cancer prevention, heritable cancer risk, cancer biology, molecular modeling, and drug discovery has been assembled to address this unmet in an unprecedented way. The goal of the FCCC CAP-IT Center is to effectively coordinate the development of efficacious molecularly-targeted agents for precision cancer prevention and early interception in populations at high risk for cancer. All studies are facilitated by the unique resources of the FCCC Risk Assessment Program, which includes over 12,000 families at high risk for cancer and 2000 confirmed germline mutation carriers. A comprehensive pipeline for the development of agents for cancer prevention and interception is proposed that consists of three well-developed research domains: target validation (Aim 1), agent identification and screening (Aim 2), and pilot in vivo efficacy studies (Aim 3). Each domain will be led by a FCCC investigator, who is a national leader in the respective field. Two highly innovative projects are proposed that illustrate the robustness of the CAP-IT framework. Project 1 (entering at Target Validation) focuses on the development of a newly-identified agent that refolds mutant p53. Its ability to target the TP53 mutations associated with Li- Fraumeni Syndrome and inhibit precancerous lesions in a setting of mutant p53 will be evaluated. Project 2 (entering at Agent Identification and Screening) uniquely targets the initiated pancreatic stroma as a strategy for early interception in the formation of pancreatic cancer. A neutralizing antibody against the stromal protein Netrin G1, that can revert fibroblasts to a tumor-suppressive phenotype, has been discovered. Antibodies with improved potency will be identified and tested in vivo for their ability to intercept the progression of pancreatic intraepithelial neoplasia. All CAP-IT research and training will be strongly supported by the Leadership Team and coordinating activities of the Administrative Core, led by Dr. Clapper. Expertise in biostatistics, bioinformatics, and data management will be provided to CAP-IT investigators by an Informatics Core, led by Dr. Ross. Collaborations among the NCI, FCCC and other CAP-IT Centers, as well as the sharing of data and resources through the Data and Resource Coordination Center, will foster productivity and integration across the CAP-IT Network (Aim 4). The long legacy of FCCC in clinical risk assessment and preclinical preventive agent development, when combined with extensive expertise in drug design and cancer biology, makes this Center uniquely poised to be instrumental in the discovery of molecularly-targeted agents to prevent or intercept early oncogenesis.",2022-09-01T12:09:00Z,2027-08-31T12:08:00Z,RFA-CA-21-038,nofo_RFA-CA-21-038,RESEARCH INST OF FOX CHASE CAN CTR,PHILADELPHIA,PA,UNITED STATES,cap_it
U54CA272688,CAP-IT Center for LNP RNA Immunoprevention,"Overall Component: Project Summary/Abstract The overall goal of CAP-IT Center for RNA Immunoprevention (CRI) is to pre-clinically delineate, formulate and validate liponanoparticle RNA (LNP RNA) vaccines for precision prevention of individuals with increased cancer risk. The PI is Dr. Lipkin, an established leader in Cancer Prevention who has made several important, clinically translated contributions to the field. Project 1 will develop and validate an LNP RNA immunoprevention vaccine for Lynch syndrome, a genetic cancer predisposition syndrome with highly immunogenic recurrent neoantigens shared among cancers from different patients. Project 2 will develop and validate an LNP RNA immune interception vaccine for patients with lung non-solid nodule (NSN) pre-malignant neoplasms, a lung adenocarcinoma precursor lesion. To achieve these goals, we will use state-of-the-art technologies, including LNP RNA vaccine formulation, computational genomic tumor immunology, spatial genomics and immunopeptidomics. To ensure CRI's scientific rigor and excellence, we have assembled a scientifically outstanding CRI External Advisory Board (EAB), which includes 2021 Lasker Award winner Drew Weissman (Penn) for his work on LNP RNA COVID19 vaccines. Overall, the CAP-IT CRI will develop state-of-the-art LNP RNA immunoprevention and immune interception vaccines and provide a technologically powerful platform to jumpstart additional CAP-IT CRI LNP RNA vaccine projects. We anticipate that CAP-IT CRI will propel both Lynch syndrome and lung NSN vaccines to NCI PREVENT and CP-NET clinical trials within the next 5 years and FDA approval/clinical translation within ten years.",2022-09-01T12:09:00Z,2027-08-31T12:08:00Z,RFA-CA-21-038,nofo_RFA-CA-21-038,WEILL MEDICAL COLL OF CORNELL UNIV,NEW YORK,NY,UNITED STATES,cap_it
U54CA272691,Cancer Prevention-Interception Against MGUS Progression,"Project Summary Monoclonal gammopathy of undetermined significance (MGUS) is a precancerous condition in which a person has moderately elevated levels of an abnormal immunoglobulin (Ig) protein (called M protein) in the blood. MGUS patients have a cancer risk ~6.5 times as high as the control population. MGUS may progress to multiple myeloma (MM), Waldenström macroglobulinemia (WM), non-Hodgkin lymphoma (NHL), chronic lymphocytic leukemia (CLL), amyloid light-chain (AL) amyloidosis, or plasmacytoma. MM, WM, a large portion of NHL, and AL amyloidosis are incurable diseases. CLL and plasmacytoma are rarely cured. The significance of MGUS calls for a cancer prevention-interception U54 Specialized Center dedicated to this precancerous condition  MGUS affects ~1% of the population, MGUS progresses to cancer or other associated blood disorders persistently at a rate of ~1% per year, and ~90% cancer/disorder that progressed from MGUS are incurable. All patients with MGUS are potential candidates for cancer prevention and interception. We hypothesize that cancer-driving molecules and the bone marrow microenvironment promoting MGUS progression are suitable targets for precision cancer prevention and interception. We propose to establish the Cancer Prevention-Interception against MGUS Progression to Cancer (CAP-MGUS) Center as an agile and effective network infrastructure dedicated to preventing MGUS progression. This Center will undertake collaborative research focusing on immunologically and chemically targeted agents that prevent or intercept the oncogenic process in patients with MGUS or smoldering diseases. We propose three aims to achieve the CAP-MGUS Center’s overarching goal. In Aim 1, we will functionally validate several oncotargets in tumor initiation and progression to invasive cancer and ascertain their suitability for targeted intervention strategies. In Aim 2, we will discover innovative immuno- and chemo-prevention and interception agents through in vitro and in vivo efficacy evaluation. In Aim 3, we will develop new projects by identifying novel targets for cancer- preventive or interceptive interventions against MGUS progression. Collectively, we expect to obtain chemoprevention and immunoprevention agents for further development or earlier phase clinical trials.",2023-09-01T12:09:00Z,2027-08-31T12:08:00Z,RFA-CA-22-055,nofo_RFA-CA-22-055,BAYLOR COLLEGE OF MEDICINE,HOUSTON,TX,UNITED STATES,cap_it
U54CA274220,Acquired Resistance to Therapy and Iron (ARTI) Center,"Overall Summary Approximately 50% of cancer patients are treated with radiation therapy (RT), but local recurrence can still occur even with the use of advanced RT techniques. This local recurrence, which commonly develops in 30-50% of cancer cases, is exacerbated by the acquisition of RT resistance. This RT resistance is especially true for patients with locally advanced thoracic cancers, such as lung and esophageal cancers. RT can lead to an iron- dependent cell death modality, called ferroptosis, but whether ferroptosis resistance occurs within tumors giving rise to acquired RT resistance is not known and is the central theme of the proposed Acquired Resistance to Therapy and Iron (ARTI) Center. The overarching goals of the ARTI Center are: 1) to bridge the basic science mechanisms of ferroptosis in acquired resistance with translational research in preclinical models and human patient samples; 2) to identify cohorts of patients who are at greatest risk to develop acquired RT resistance; and 3) to investigate the ability of novel therapeutic agents to re-sensitize lung and esophageal cancer cells to radiation by inducing ferroptosis. The ARTI Center comprises two basic/mechanistic projects (Project 1 and Project 2), one preclinical/translational project (Project 3), and one shared resource core (Molecular Imaging Core [MIC]). Project 1 will focus on elucidating whether ferroptosis evasion is a key driver in acquired RT resistance using radioresistant lung cancer and esophageal cancer cell lines and xenograft models that will be used in Project 2. Project 2 will test the hypothesis that hypoxia, a long-recognized driver of tumor radioresistance, suppresses ferroptosis induction during RT and contributes to RT-induced acquired resistance to ferroptosis. Furthermore, expression of hypoxia-related genes and other targets of acquired RT resistance will be analyzed by single-cell sequencing in Project 3. Project 3 investigates changes in immune cells in the tumor microenvironment of humanized tumor models derived from chemoradiation therapy-responsive or -non- responsive esophageal adenocarcinoma patients. These ferroptosis-mediated immunologic changes in the tumor microenvironment may serve as prognostic biomarkers for identifying tumors that may acquire RT resistance and predicting cancer patient outcomes, which could, in the future, be modulated by the ferroptosis- inducing agents tested in Projects 1 and 2. Projects 1, 2, and 3 will be supported by the MIC that utilizes bioluminescence imaging to monitor tumor growth, positron emission tomography (PET) tracers to monitor cystine transporter activity and to identify hypoxic regions within tumors, as well as novel, redox-tuned PET tracers for identifying activated innate immune cells. The ARTI Center will develop an Administrative Core for effective communication and collaboration between the ARTI Center Project and Core Leaders and Co-Leaders with National Cancer Institute (NCI) of Acquired Resistance to Therapy Network (ARTNet) program staff as well as other ARTNet centers to synergize ARTI Center-related activities.",2022-09-20T12:09:00Z,2027-08-31T12:08:00Z,RFA-CA-21-052,nofo_RFA-CA-21-052,UNIVERSITY OF TX MD ANDERSON CAN CTR,HOUSTON,TX,UNITED STATES,artnet
U54CA274321,The Houston Center for Acquired Resistance Research (H-CARR),"Overall SUMMARY Head and neck squamous cell carcinoma (HNSCC) remains a leading cause of cancer deaths worldwide with ~500,000 cases/year. Cisplatin is the gold standard systemic agent for HNSCC. Cisplatin resistance, both intrinsic and acquired, has been described in preclinical models and is frequently encountered in clinical practice; when it occurs it is deadly. The overarching goal of H-CARR is to develop a robust biological understanding of the key drivers of cisplatin resistance in HNSCC and develop the means of detecting it early in development and overcoming it once it arises. We previously showed that: 1) cellular processing of cisplatin generated metabolic stress is a critical driver of sensitivity and/or resistance and 2) coordinated genomic (TP53 mutation) and transcriptomic (Nrf-2 activation) reprogramming is essential to organizing the metabolic response to cisplatin generated stress. H-CARR brings together our biological and metabolic models of cisplatin resistance and our translational capabilities to image tumor metabolism non-invasively and detect biological shifts using circulating tumor cells (CTCs), to provide a comprehensive window into acquisition of cisplatin resistance as outlined in the Projects listed below, supported by a robust administrative and analytical infrastructure organized into 3 Cores. Project 1 will use state of the art metabolomic studies to identify the critical metabolic dependencies of cisplatin resistant HNSCC, identify opportunities for effective metabolic inhibition and improve our understanding of the cross-talk between the acquisition of cisplatin resistance and modulation of the tumor immune microenvironment. Project 2 will explore the genomic and transcriptomic reprogramming required to sustain the metabolic shifts which accompany development of resistance and interrogate how Nrf-2 dependent and independent signaling drives resistance and enhanced distant metastasis through intrinsic cellular mechanisms and paracrine signaling between tumor cells and adrenergic neurons. Project 3 will test whether the metabolic reprogramming outlined in Project 1 is detectable via non-invasive imaging (hyperpolarized magnetic resonance imaging) and whether the biological shifts outlined in Project 2 due to clonal extinction and expansion can be detected using CTC analysis in patients undergoing cisplatin-based treatment. H-CARR has the potential to realize the full clinical utility of cisplatin by identifying acquisition of resistance early during treatment and developing the means to overcome this and associated phenotypes such as enhanced distant metastasis. Successful completion of the proposed experiments will generate the new clinical standard for precision oncology approaches to clinical utilization of cisplatin in HNSCC and related upper- aerodigestive tract cancers of the lung and esophagus and therefore have a major impact on cancer survival worldwide.",2022-09-20T12:09:00Z,2027-08-31T12:08:00Z,RFA-CA-21-052,nofo_RFA-CA-21-052,UNIVERSITY OF TX MD ANDERSON CAN CTR,HOUSTON,TX,UNITED STATES,artnet
U54CA274329,Pancreatic Cancer ARTNet Center,"Abstract Pancreatic cancer patients show an extremely poor prognosis, which is at least in part due to poor response to the current standard-of-care chemotherapies. While pancreatic tumors present an inadequate response to chemotherapy, exposure to chemotherapy leads to development of acquired resistance. The response and resistance to chemotherapies are modulated by signaling and metabolic alterations in tumor cells and companion changes in the immune and non-immune stroma. Major advances in (a) understanding signaling responses of cancer cells and stroma to therapy, (b) understanding metabolic adaptations to signaling and environmental stressors, (c) development of novel therapeutic combinations to improve long-term response to current standards-of-care chemotherapies, and (d) coordinating research/translation efforts by NCI leadership, will provide unparalleled advances in targeting/preventing acquired therapy resistance. The ARTNet Center for Pancreatic Cancer (ACPC) intends to achieve these objectives through an integrated research theme that combined investigations into the metabolic and signaling mediators of acquired resistance in tumor cells and stromal remodeling in pancreatic cancer will lead to novel effective therapies to improve the patient prognosis. Research within ACPC will be fostered through sound guidance from leadership, IAC, EAC, ARTNet network and NCI program. The overall goal of the Center is to study innovative hypothesis-driven mechanisms of metabolic and signaling alterations in tumor cells and tumor-stromal metabolic crosstalk that contribute to acquired therapy resistance in pancreatic ductal adenocarcinoma (PDAC). We hypothesize that our unique leadership team, outstanding expertise of project and core leaders, singular set of technological capabilities and resources, operational design, and strong institutional support of the ACPC will drive transformative advances in the acquired therapy resistance field that will be in alignment with the other ARTNet members and NCI’s mission for the program. Providing novel insights into the mechanistic aspects of the signaling and metabolic mechanisms, the proposed basic and translational studies will ultimately drive the development of novel therapeutic combinations that can change the clinical course of cancer therapy. This will be achieved through the following Specific Aims: Aim 1. Investigate novel mechanisms of acquired resistance at the interface of tumor- stromal metabolic cross talk and examine the preclinical efficacy of identified targets to improve the therapeutic response against pancreatic cancer. Aim 2. Provide robust and innovative toolsets and resources to investigate and validated mechanisms of acquired therapy resistance. Aim 3. Facilitate a systems-level mechanistic understanding of acquired therapy resistance mechanisms.",2022-09-20T12:09:00Z,2027-08-31T12:08:00Z,RFA-CA-21-052,nofo_RFA-CA-21-052,UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,OKLAHOMA CITY,OK,UNITED STATES,artnet
