type	dataset_uuid	dataset_source_repo	dataset_title	description	dataset_source_id	dataset_source_url	PI_name	GPA	dataset_doc	dataset_pmid	funding_source	release_date	limitations_for_reuse	assay_method	study_type	primary_disease	participant_count	sample_count	study_links	related_genes	related_diseases	related_terms	dataset_year_enrollment_started	dataset_year_enrollment_ended	dataset_minimum_age_at_baseline	dataset_maximum_age_at_baseline
dataset	77a9024c-b393-4b10-b4ee-527306c24ba2	CEDCD	ColoCare Consortium	"The ColoCare Study is a prospective cohort of men and women diagnosed with primary invasive colorectal cancer (CRC, stages I-IV), with primary outcomes including quality-of-life, recurrence, and death. It is the only CRC cohort that includes the collection of clinical and risk factor data and the sampling of a diverse panel of biospecimens at multiple critical time points (prior to surgery and at 3, 6, 12, 24, 36, 48 and 60 months post-surgery). This unique design with repeat assessments enables innovative research into the influence of lifestyle/behavioral factors on patient outcomes; ethnic/racial disparities in clinical outcomes; the discovery and validation of novel biomarkers from blood, urine and stool useful for guiding treatment decision-making and risk prediction; and interactions between treatment, risk factors, and biomarkers on clinical outcomes. ColoCare was initiated at the Fred Hutchinson Cancer Center (FHCC) with subsequent consortium sites at the Moffitt Cancer Center (Moffitt), German Cancer Research Center (Heidelberg, HBG), and Huntsman Cancer Institute (HCI) with predominantly institutional start-up funding for patient recruitment. Currently, n>3,500 patients have been recruited. ColoCare has successfully launched research on biologic determinants of CRC (e.g., tumor immunity, gut microbiome, epigenome), health behaviors (e.g., physical activity, adipose tissue distribution), clinical endpoints (e.g., surgical complications), as well as interrelations between these factors in the context of CRC prognosis. To accelerate patient accrual and the greater inclusion of under-represented minority participants, we propose to increase our current sample size to n=5,000 patients, further enhance our data/biospecimen collection at all US sites and  two sites with high volume of minority populations. In addition, to expand our ability to study energy balance, tumor heterogeneity, and long-term outcomes, we propose additional efforts dedicated to data collection and follow-up. Each ColoCare Study site will leverage existing infrastructure, including access to NCI comprehensive/designated cancer center cores, while utilizing well-established and consistently applied recruitment, data, and biospecimen collection protocols. Patients will be followed up both actively and passively by study staff (in-person and through medical record reviews), as well as via linkages to cancer registry and vital status records. With this infrastructure grant, we propose several steps to maintain, augment, and diversify ColoCares unique and valuable resources to advance an unparalleled research agenda."	103	https://cedcd.nci.nih.gov/cohort?id=103	"Adetunji T. Toriola , Christopher Li, David Shibata, Erin Siegel , Jane Figueiredo, Martin Schneider, Neli Ulrich"		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Survivor	Multiple Cancer Types	3505		https://uofuhealth.utah.edu/huntsman/labs/colocare-consortium/		"All Other Cancers, Bladder, Bone, Brain, Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	2007		18	89
dataset	abb8fdc9-9826-41b8-b8bf-2be32a867142	CEDCD	St. Jude Lifetime Cohort	"The aim of SJLIFE is to maintain a cohort to examine physical and behavioral health outcomes in childhood cancer survivors across the lifespan. The protocol includes all individuals diagnosed and treated with a malignancy during childhood at SJCRH since 1962, who are >=5 years from diagnosis as of July 1, 2017. Cohort members receive follow-up evaluations at least once every five years, more often if recruited for ancillary studies, with no charge to them or their insurance company. All survivors enrolled in SJLIFE return to campus and undergo comprehensive evaluation over three to four days, including standard questionnaires, weights and measures, blood chemistry tests, and comprehensive neurocognitive testing. Of over 9000 eligible survivors, more than 7000 are anticipated to participate. As of August 15, 2017, a total of 5531 survivors have been enrolled on SJLIFE. Longitudinal follow-up is ongoing with 54% of previously recruited 10+ year survivors having completed 2 or more follow-up evaluations. Participants do not differ from non-participants by race, age, age at diagnosis, time since diagnosis, cancer type, or distance of their home from SJCRH."	100	https://cedcd.nci.nih.gov/cohort?id=100	"Kirsten K. Ness, Melissa M. Hudson"		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Survivor	Multiple Cancer Types	5531		https://www.stjude.org/research/clinical-trials/sjlife-long-term-effects.html		"All Other Cancers, Bladder, Bone, Brain, Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	2007		5	65
dataset	969a66de-b59a-4657-810d-0072417847c8	CEDCD	Janus Serum Bank	"The Janus Serum bank was established in order to collect and store blood samples from presumably healthy individuals for future use in cancer research. The intention was to obtain information on factors important in the pathogenesis and etiology of cancer by examining blood samples obtained during the preclinical stage or latent period before the tumor has developed.  The main part of the cohort (90%) is from nationwide health examination surveys in Norway, and from Red Cross blood donors (10%) in and around Oslo. The Janus cohort consists of samples from men and women, and the vials are stored at -25C. Today, Several studies have been done to test for stability of various hormones and proteins over time. Information on smoking and other covariates can be linked to the cohort.  The Janus repository consists of 674,386 vials from 452,376 blood draws among 318,628 donors. Annual linkages are conducted with the Cancer Registry of Norway. By the end of 2015, 79.142 donors had been diagnosed with cancer.  The Bank is internationally unique regarding size and number of cancer cases. The long follow-up, the large number of cancer cases and the close interface to the Cancer Registry of Norway make the Janus Biobank a unique sample collection for cancer research."	98	https://cedcd.nci.nih.gov/cohort?id=98	"Giske Ursin, Hilde Langseth"		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	318628		http://www.kreftregisteret.no/en/Research/Janus-Serum-Bank/		"All Other Cancers, Bladder, Bone, Brain, Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	1972	2004	18	68
dataset	c86bab99-2628-40b0-9aa0-9658d1e8a687	CEDCD	Shanghai Women's Health Study	"The Shanghai Women's Health Study (SWHS) is a population-based cohort study of approximately 74,940 Chinese women who were recruited between 1997 and 2000 and have been followed through multiple in-person follow-up surveys and record linkages. Over the years, data and biological samples collected in the SWHS have been used to evaluate many important etiologic hypotheses and support multiple studies, including several NCI-sponsored cohort consortium projects.  Data of SWHS: last updated in 2018."	97	https://cedcd.nci.nih.gov/cohort?id=97	Wei Zheng		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	74940		https://swhs-smhs.app.vumc.org/		"All Other Cancers, Bladder, Bone, Brain, Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	1997	2000	40	70
dataset	db46b597-7f8e-4d48-a8c3-d99677fdbce8	CEDCD	Shanghai Men's Health Study	"The Shanghai Men's Health Study (SMHS) is a population-based cohort study of approximately 61,469 Chinese men who were recruited between 2002 and 2006 and have been followed through multiple in-person follow-up surveys and record linkages. Over the years, data and biological samples collected in the SMHS have been used to evaluate many important etiologic hypotheses and support multiple studies, including several NCI-sponsored cohort consortium projects.   Data of SMHS: last updated in 2018."	96	https://cedcd.nci.nih.gov/cohort?id=96	Xiao-Ou Shu		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	61469		https://swhs-smhs.app.vumc.org/		"All Other Cancers, Bladder, Bone, Brain, Cervical carcinoma in situ (CIN II/III, CIS, AIS), Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	2002	2006	40	74
dataset	33245ae9-bcd1-4efa-be44-330aea6b6288	CEDCD	"Bladder Cancer Epidemiology, Wellness and Lifestyle"	"The Be-Well Study is an NCI-funded, multi-center prospective cohort study of newly diagnosed non-muscle invasive bladder cancer (NMIBC) patients (Stage Ta, T1, Tis) enrolled from Kaiser Permanente Northern California and Kaiser Permanente Southern California, with genotyping and biomarker assays conducted at Roswell Park Comprehensive Cancer Center (R01CA172855, R01CA257480, U01CA280991, P30CA016056).  The parent study's goal was to investigate the role of dietary isothiocyanate exposure in recurrence and progression of NMIBC, with genetic profiles considered, and to build a resource for future collaborative studies.  A total of 1,472 newly diagnosed patients were enrolled during 2015-2019, with no prior history of bladder cancer, or other invasive cancer diagnosed within one year of NMIBC.  Lifestyle and nutritional factors were collected via participant telephone interview at two time points post-diagnosis: baseline (mean 3 months) and 12 months.  We completed chart review for treatment and recurrence and progression status confirmation at 24 months post-diagnosis.  Blood and saliva were collected after NMIBC diagnosis to provide genetic and biomarker data and are stored and analyzed at Roswell Park.  Mean time from diagnosis to baseline interview was 2.9 months and to blood collection was 5.4 months.  The overall participation rate was 54%, and of those, over 77% provided either blood samples or urine samples.  In addition, the Be-Well Study has two new goals in place.  The first is to develop and validate risk stratification and BCG response tools by incorporating molecular signatures into the current pathological classification system for optimal clinical care of NMIBC patients (R01CA257480).  The second is to comprehensively investigate body composition and the inflammatory and immune states in NMIBC patients at the time of diagnosis and evaluate how these conditions identify NMIBC patients at high risk for treatment failure and disease recurrence/progression over eight years of follow-up, considering inflammatory-related lifestyle factors (physical activity, smoking, and diet) (U01CA280991)."	95	https://cedcd.nci.nih.gov/cohort?id=95	"Li Tang, Marilyn Kwan (contact)"		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	1472		kp.org/be-well		"All Other Cancers, Bladder, Bone, Brain, Cervical carcinoma in situ (CIN II/III, CIS, AIS), Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Ductal carcinoma in situ of breast, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, No Cancer, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	2015	2019	21	101
dataset	82e32192-1ad3-44d3-b252-d87d28bb0162	CEDCD	"Prostate, Lung, Colorectal and Ovarian Cancer Screening Trial"	"The Prostate, Lung, Colorectal, and Ovarian (PLCO) Cancer Screening Trial is a large-scale clinical trial to determine whether certain cancer screening tests reduce deaths from prostate, lung, colorectal, and ovarian cancer. The underlying rationale for the trial is that screening for cancer may enable doctors to discover and treat the disease earlier. Numerous epidemiologic and ancillary studies are included to answer related crucial questions.  Together, these four cancers are estimated to account for about 40 percent of all diagnosed cancers in the United States and 45 percent of cancer deaths in 2009.  Sponsored and run by NCIs Division of Cancer Prevention (DCP), in collaboration with the Division of Cancer Epidemiology and Genetics (DCEG), the PLCO Trial is taking place at ten screening centers across the country.  Between 1992, when the trial opened, and by 2001, when enrollment ended, 155,000 women and men between the ages of 55 and 74 who had no previous diagnosis of cancer of the prostate, lung, colon/rectum, or ovary had joined. At entry, participants were randomly divided into one of two study groups. One group received routine health care from their health providers. The other group received a series of exams to screen for prostate, lung, colorectal, and ovarian cancers. Screening of participants ended in late 2006. Active follow-up is continuing for up to 14 years as originally scheduled, with an additional follow-up for at least five years being planned. New findings are noted as they are published on the  PLCO News Updates and Publications.  With more than 2.6 million biological samples collected, the PLCO Trial is a rich and unique resource for etiologic and early marker studies. The Etiology and Early Marker Studies (EEMS) program is a critical component of the PLCO Trial. By collecting biologic materials and risk factor information from trial participants before the diagnosis of disease, the EEMS adds substantial value by providing a resource for ancillary research projects investigating cancer etiology and early markers for detection of cancer."	90	https://cedcd.nci.nih.gov/cohort?id=90	"Paul Pinsky, Steve Moore"		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	154907		https://biometry.nci.nih.gov/cdas/plco/		"All Other Cancers, Bladder, Bone, Brain, Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Ductal carcinoma in situ of breast, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	1993	2001	55	74
dataset	1bc5195d-c453-400a-9d0d-4a6683331018	CEDCD	Discovering cancer Risks from Environmental contaminants And Maternal/child health	"The UCSF Discovering cancer Risks from Environmental contaminants And Maternal/child health (DREAM) cohort is a new prospective study of pregnant women and their children to be enrolled between 2021-2025 at UCSF clinics in San Francisco and Fresno.  Risk factor surveys and biospecimens (including blood, urine, hair and nails) will be collected at 2nd trimester, at delivery, and at 1, 2.5, and 4 years of follow up.  Environmental exposures will focus on two major components: consumer product related chemicals (via biomonitoring) and environmental pollutants in air and water (via geographic information systems). Short-term outcomes will focus on biomarkers of risk for future cancer incidence, longer term outcomes will be determined by linking cohort participants to California's statewide population-based cancer registry, hospital discharge data, vital records, and Medi-Cal files to identify diagnoses of cancer and related conditions."	87	https://cedcd.nci.nih.gov/cohort?id=87	"Peggy Reynolds, Tracey Woodruff"		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types					"All Other Cancers, Bladder, Bone, Brain, Cervical carcinoma in situ (CIN II/III, CIS, AIS), Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Ductal carcinoma in situ of breast, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, No Cancer, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	2022			
dataset	bf7ba00f-3a29-436c-a57f-b58edeeeb47a	CEDCD	NYU Women's Health Study	"The NYU Women's Health Study is a long-term observational study primarily funded by the National Cancer Institute. Between 1985 and 1991, the study enrolled 14,274 healthy women at breast cancer screening clinic in New York City for a study of endogenous sex hormones and breast cancer. At enrollment, each woman donated a blood sample and completed a questionnaire about health conditions, reproductive history, dietary habits, and recent use of medications. Up to 1991, cohort participants returning to the clinic for breast cancer screening visits were asked to complete the baseline questionnaire and donate additional blood samples at each of these visits. Blood samples were stored in -80C freezers. Beginning in 1988, two 1mL aliquots of the cellular precipitate from centrifuging the blood were stored at  -80C.  At the beginning of 1989 we also began storing blood clots at -40C as an additional source of DNA.   Every few years, study participants are followed-up by mail or telephone and asked to complete a questionnaire to update information on their health conditions and lifestyle."	85	https://cedcd.nci.nih.gov/cohort?id=85	"Anne Zeleniuch-Jacquotte, M.D., M.S., Yu Chen, PhD"		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	14274		http://nyuwhs.med.nyu.edu/		"All Other Cancers, Bladder, Bone, Brain, Cervical carcinoma in situ (CIN II/III, CIS, AIS), Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Ductal carcinoma in situ of breast, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	1985	1991	35	65
dataset	14f57662-ae8c-420c-ba1a-5bf607f47202	CEDCD	VITamins And Lifestyle	"The primary aim of this cohort study was  to investigate the association of supplement use with cancer risk. Specific aims focused on the associations of supplemental vitamin C, E, calcium, multivitamins, folate, fiber, glucosamine, chondroitin, fish oil  and other supplements with prostate, breast, lung, colorectal, bladder, melanoma, blood/lymph, pancreatic  and total cancer incidence and total mortality. Additional aims focused on non-steroidal anti-inflammatory drug (NSAID) use, diet, exercise, and genetic factors and risk of cancer.   Participant recruitment, exposure assessments, and follow-up for endpoints have been completed.  Between 2000-2002, 77,738 men and women, aged 50-76 from western Washington State completed a baseline questionnaire. This included detailed information on use of 38 supplements over the past 10 years, diet, NSAIDs, anthropometrics, exercise, health history and cancer risk factors.  54,045 participants also provided DNA specimens via buccal brushings.  We followed-up the cohort for outcomes, using cost-effective methods, from baseline through 2011 (10 year follow-up). Specifically, cancers were ascertained by linkage to the western Washington SEER cancer registry, deaths by linkage to the Washington State death file, and out-migration from the SEER catchment area by linkage to the National Change of Address file. 10,521 participants developed a first invasive cancer and  8518 died during follow-up.    The study data and specimens are available as a resource for additional studies by scientists at the Hutchinson Center and elsewhere."	84	https://cedcd.nci.nih.gov/cohort?id=84	Riki Peters		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	77738		https://www.fredhutch.org/en/labs/phs/projects/cancer-prevention/projects/vital.html		"All Other Cancers, Bladder, Bone, Brain, Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	2000	2002	50	76
dataset	78bd8826-bf73-4b10-b839-574a762ad0e5	CEDCD	A Follow-up Study for Causes of Cancer in Black Women:  Black Women's Health Study	"The Black Women's Health Study (BWHS) is an ongoing follow-up study for cancer and other serious illnesses in U.S. Black women. The study began in 1995 when 59,000 women (median age, 38) from across the U.S. enrolled by completing health questionnaires. The BWHS has successfully followed participants with biennial questionnaires for data on incident disease and medical, reproductive, behavioral, psychosocial, and socioeconomic factors. Follow-up is also conducted through 24 cancer registries and the National Death Index. Participants' addresses have been linked to U.S. census data and to air pollution data. Cancer diagnoses are validated by pathology data from hospitals and cancer registries. A DNA biorepository was established through collection of cheek cell samples from 26,800 participants. Additionally, approximately 13,000 participants have provided blood samples and 900 have provided tumor tissue.  The top priority of the BWHS is to conduct research on diseases that disproportionately affect Black Americans, including cancers, stroke, heart disease, type 2 diabetes, chronic kidney disease, lupus, sarcoidosis, and others."	82	https://cedcd.nci.nih.gov/cohort?id=82	"Julie Palmer, ScD, Lynn Rosenberg, ScD"		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	59000		http://www.bu.edu/bwhs/		"All Other Cancers, Bladder, Bone, Brain, Cervical carcinoma in situ (CIN II/III, CIS, AIS), Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Ductal carcinoma in situ of breast, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, No Cancer, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	1995	1995	21	69
dataset	d64a75ef-3ca4-4673-a7b3-d3a59f323f6d	CEDCD	Women's Health Study	"The Women's Health Study (WHS) began as a randomized, double-blind, placebo-controlled trial of low-dose aspirin and vitamin E supplementation for the primary prevention of cardiovascular disease and cancer in initially healthy women. The United States trial included 39,876 female health professionals aged 45 years and older who were followed for an average of 10 years. Participants were randomly assigned to either Vitamin E (600 IU every other day) or placebo; and to aspirin (100 mg every other day) or placebo. Randomization, which began in February 1993 and ended in January 1996, was stratified on 5-year age groups. The primary endpoints were: (1) total malignant neoplasms of epithelial cell origin, and (2) all important vascular events (a combined endpoint of nonfatal myocardial infarction, nonfatal stroke, and total cardiovascular death). Pre-randomization blood samples from 28,345 participants were collected, frozen and stored for biomarker and genetic analyses. DNA has been extracted and whole-genome scans have been conducted for these samples.   Following the scheduled completion of the WHS trial in 2004, willing participants have been followed in an observational study. Continued follow-up of the WHS cohort is funded through August 2024."	80	https://cedcd.nci.nih.gov/cohort?id=80	"I-Min Lee, MBBS, ScD, Julie Buring, ScD"		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	39876		http://whs.bwh.harvard.edu/		"All Other Cancers, Bladder, Bone, Brain, Cervical carcinoma in situ (CIN II/III, CIS, AIS), Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Ductal carcinoma in situ of breast, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, No Cancer, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	1992	1995	39	90
dataset	a7461c62-aa1d-4ea3-a987-c680206ffa86	CEDCD	Polish - Norwegian Study PONS	"The PONS cohort is a longitudinal observational regional study collecting information on health and health-related behaviors in the south-eastern part of Poland. The study aims at providing information on determinants of health differences between Poland and other countries in the region, especially related to premature mortality. The baseline data collection contains records for 13147  individuals (201011), between 45 and 64 years of age, from the city of Kielce and surrounding rural area. All cohort members were volunteer participants and gave informed consent prior to inclusion. Data were collected on current health status, medical history and health-related behaviors with focus on preventable causes of chronic diseases, including tobacco smoking, alcohol consumption, physical activity and dietary habits. In addition to an extensive questionnaire, blood and urine samples were collected for storage. The study is expected to provide valuable evidence related to various lifestyle behaviors and health, and insight into the usefulness of population approaches for preventive interventions in Polish communities.  The primary objectives of the PONS study are to:  (i) describe mortality and morbidity characteristics of the most prevalent chronic diseases such as cardiovascular diseases, diabetes mellitus and cancer;  (ii) identify environmental risk factors (lifestyle, diet, occupational) and life-course determinants of common chronic diseases;  (iii) assess the effects of both established and emerging risk factors for different diseases, both overall and in subgroups of the population (e.g. at different ages and at different levels of other risk factors);  (iv) measure and describe impact of socioeconomic changes on health; and  (v) provide framework for intervention studies. The study is aimed at a broad spectrum of hypotheses, with respect to both exposures and outcomes.  More information Cohort Profile published in the International Journal of Epidemiology:  Marta Manczuk, Paolo Boffetta, Samantha Sartori, Dana Hashim, Lars J Vatten and Witold A Zatonski. Cohort Profile: The Polish-Norwegian Study (PONS) cohort. Int. J. Epidemiol. (2015). doi:10.1093/ije/dyv037."	77	https://cedcd.nci.nih.gov/cohort?id=77	Marta Manczuk		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	13147				"All Other Cancers, Bladder, Bone, Brain, Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	2010	2011	45	64
