type	dataset_uuid	dataset_source_repo	dataset_title	description	dataset_source_id	dataset_source_url	PI_name	GPA	dataset_doc	dataset_pmid	funding_source	release_date	limitations_for_reuse	assay_method	study_type	primary_disease	participant_count	sample_count	study_links	related_genes	related_diseases	related_terms
dataset	88bdcf60-68be-4fdd-b1e3-c7ff08bb9b65	dbGaP	Diet, Activity, and Lifestyle Study (DALS)	<p>This study <a href='./study.cgi?study_id=phs001056'>phs001056</a> DALS contains genotype and phenotype of subjects available from the <a href='./study.cgi?study_id=phs001056'>phs001056</a> study. Summary level phenotypes for the NCI GECCO Consortium study participants can be viewed at the top-level study page <a href='./study.cgi?study_id=phs001078'>phs001078</a> GECCO Consortium. Individual level phenotype data and molecular data for all GECCO Consortium top-level study and individual studies are available by requesting Authorized Access to the NCI GECCO Consortium <a href='./study.cgi?study_id=phs001078'>phs001078</a> study.</p> <p>The Diet, Activity, and Lifestyle Study (DALS) is a case-control study comprised of patients recruited from three locations from 1991-1994. Cases included individuals living in target geographic areas with a first primary colon cancer diagnosis, between 30 and 79 years of age at time of diagnosis, English speaking, and ability to provide informed consent and complete the standardized interview. Cases came from three locations: the Kaiser Permanente Medical Care Program (KPMCP) of Northern California; an eight-county area in Utah; and the metropolitan Twin Cities area of Minnesota. Controls came from the membership list at KPMCP, Health Care Financing Administration list, random-digit-dialing and driver&#39;s license list in Utah, anddriver&#39;s license or state ID lists in Minnesota. Controls were matched to cases by 5-year age groups and sex. A subset of cases and controls were genotyped for this project as part of the GWAS consortium. Utah and Minnesota sites that were not previously GWAS genotyped and had appropriate consents for dbGaP submission were included.</p>	phs001056	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001056	Martha Slattery, PhD, MPH;Ulrike Peters, PhD	Emilie Charlisse Caga-Anan	Division of Cancer Control and Population Sciences (DCCPS)	8988044;23266556	R01 CA48998;U01 CA137088;R01 CA059045	11/27/2018	HMB-PUB-NPU-MDS-GSO;HMB-IRB;HMB-IRB-NPU;DS-CC-MDS;HMB-PUB;GRU;DS-CA-PUB;DS-CC-NPU-GSO;CADM	Array_SNP	Case-Control	Colorectal Neoplasms	880.0	916.0				CRC;Cancer of Large Bowel;Cancer of Large Intestine;Cancer of the Large Bowel;Cancer of the Large Intestine;Cancer, Colorectal
dataset	9afa9266-5ea6-4f22-b69f-9dbdf5f8a8de	dbGaP	VITamins And Lifestyle (VITAL)	<p>This study <a href='./study.cgi?study_id=phs000965'>phs000965</a> VITAL contains genotype and phenotype of subjects available from the <a href='./study.cgi?study_id=phs000965'>phs000965</a> study. Summary level phenotypes for the NCI GECCO Consortium study participants can be viewed at the top-level study page <a href='./study.cgi?study_id=phs001078'>phs001078</a> GECCO Consortium. Individual level phenotype data and molecular data for all GECCO Consortium top-level study and individual studies are available by requesting Authorized Access to the NCI GECCO Consortium <a href='./study.cgi?study_id=phs001078'>phs001078</a> study.</p> <p>The VITamins And Lifestyle (VITAL) cohort comprises of 77,721 Washington State men and women aged 50 to 76 years. Participants were recruited by mail from 2000 to 2002 using names purchased from a commercial mailing list, with the aim to investigate the association of supplement use and lifestyle factors with cancer risk. Participants completed an extensive questionnaire and provide buccal-cell specimens for DNA. Cancer cases were identified using the Washington SEER cancer registry. A nested case-control set was genotyped using Illumina HumanCytoSNP.</p>	phs000965	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000965	Emily White,  PhD;Ulrike Peters, PhD	Emilie Charlisse Caga-Anan	Division of Cancer Control and Population Sciences (DCCPS)	14693663;23266556	K05 CA154337;U01 CA137088;R01 CA059045	11/27/2018	HMB-PUB-NPU-MDS-GSO;HMB-IRB;HMB-IRB-NPU;DS-CC-MDS;HMB-PUB;GRU;DS-CA-PUB;DS-CC-NPU-GSO;CADM	Array_SNP	Nested Case-Control;Longitudinal Cohort	Colorectal Neoplasms	607.0	637.0	http://www.fredhutch.org/en/labs/phs/projects/cancer-prevention/projects/vital.html			CRC;Cancer of Large Bowel;Cancer of Large Intestine;Cancer of the Large Bowel;Cancer of the Large Intestine;Cancer, Colorectal
dataset	4881a548-863b-47ef-9ca0-7553ed6a68e6	dbGaP	High-Throughput Determination of the Antigen Specificities of T cell Receptors in Single Cells	<p>High-throughput linking of T cell receptor (TCR) sequences to their binding antigens is vital for immune profiling, yet challenging. We present Tetramer associated TCR Sequencing (TetTCR-Seq) to address this challenge. Binding is determined using a library of DNA-barcoded antigen tetramers that are rapidly and inexpensively generated using an in vitro transcription/translation platform. We included CMV+ donors (CMV seropositive donors who are infected with Cytomegalovirus) to screen for CMV specific TCRs.</p>	phs001678	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001678	Ning Jiang;Weiping Jia	Tamara Walton	Division of Cancer Treatment and Diagnosis (DCTD)	30418433	NIH Grants R00AG040149, S10OD020072, R33CA225539, and NSF CAREER Award 1653866;Welch Foundation Grant F1785;Robert J. Kleberg, Jr. and Helen C. Kleberg Foundation;National Natural Science Foundation of China Major International (Regional) Joint Research Project 81220108006, NSFC-NHMRC Joint Research Grant 81561128016	11/23/2018	HMB-IRB-NPU	RNA-Seq	Single Cell Analysis	Humans	10.0	144.0		TRA;TRB	Cytomegalovirus	Not Provided
dataset	fe59941c-55e3-4f04-a4dd-10f751da6acf	dbGaP	Single Patient BRAF Mutant Brain Tumor, Pre- and Post-dabrafenib WES.	<p>A single adolescent patient with a BRAF V600E mutated brain tumor was treated with dabrafenib and had a complete response, followed by progression. The pre-treatment and post-progression tumors were both sequenced in order to identify potential drivers of resistance.</p>	phs001629	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001629	Christine Pratilas	Mariam Eljanne	Center for Cancer Training (CCT)	29880583	K08 CA127350	11/8/2018	GRU-IRB-PUB	WXS;Seq_DNA_SNP_MAF_Ind	Case Set	Ganglioglioma	1.0	2.0		BRAF	Astrocytoma	ASTROCYTOMA;Astrocytic Glioma;Astrocytic Gliomas;Astrocytic Neoplasm;Astrocytoma (excluding glioblastoma);Astrocytomas
dataset	6d0ee1f4-474b-4f69-b3ea-a425d25af97f	dbGaP	The Genomic Landscape of Endocrine Resistant Advanced Breast Cancers.	<p>The genomic evolution of breast cancers exposed to systemic therapy and its effects on clinical outcome have not been broadly characterized. We integrated the genomic sequencing of 1918 breast cancers, including 1501 hormone receptor-positive tumors, with detailed clinical information and treatment outcomes. Functional mutations in ERBB2 and loss-of-function mutations in NF1 were more than twice as common in post-endocrine therapy tumors compared to treatment-naive tumors. Additional alterations in the MAPK pathway (EGFR, KRAS among others) and in estrogen receptor transcriptional regulators (MYC, CTCF, FOXA1 and TBX3) were also more common compared to hormonal therapy-naive tumors.</p> <p>To determine whether candidate genomic lesions in the MAPK pathway and estrogen receptor transcriptional regulators were present prior to therapy or whether such lesions arose under the selective pressure of therapy, we performed whole-exome sequencing in select patients who had adequate samples acquired prior to and after progression on endocrine therapy. In total, 95 specimens corresponding to 30 treatment-naive primary tumors, 35 post-treatment tumors, and 30 normal samples were sequenced from 30 patients with endocrine-resistant metastatic breast cancer.</p>	phs001674	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001674	Jose Baselga, MD, PhD;Barry S. Taylor, PhD;David B. Solit, MD	Tamara Walton	Division of Cancer Treatment and Diagnosis (DCTD)	30205045	R01CA190642 (J.B.);R01CA207244 (B.S.T.);R01CA204749 (B.S.T.);P30 CA008748;U54 OD202355	11/5/2018	HMB	WXS	Case Set;Longitudinal	Breast Neoplasms	30.0	95.0		BRAF;EGFR;ERBB2;ERBB3;FOXA1;KRAS;NF1;MAP2K1;ARID1A;CTCF;ARID2	Antineoplastic Agents, Hormonal;Neoplasm Metastasis;Drug Resistance, Neoplasm;Estrogen Receptor Antagonists;Estrogen Antagonists;Aromatase Inhibitors	Neoplasm Metastasis;Breast Cancer;Breast Malignant Neoplasm;Breast Malignant Neoplasms;Breast Malignant Tumor;Breast Malignant Tumors
dataset	f1e518b0-dcd8-44e2-8e88-e98ea5e6229a	dbGaP	Integrated Single-Cell Analysis in Chronic Lymphocytic Leukemia	<p>Intratumoral genetic heterogeneity has been characterized across cancers by genome sequencing of bulk tumors, including chronic lymphocytic leukemia (CLL). In order to more accurately identify subclones, define phylogenetic relationships, and probe genotype-phenotype relationships, we developed methods for targeted mutation detection in DNA and RNA isolated from thousands of single cells from five CLL samples. By clearly resolving phylogenic relationships, we uncovered mutated LCP1 and WNK1 as novel CLL drivers, supported by functional evidence demonstrating their impact on CLL pathways. Integrative analysis of somatic mutations with transcriptional states prompts the idea that convergent evolution generates phenotypically similar cells in distinct genetic branches, thus creating a cohesive expression profile in each CLL sample despite the presence of genetic heterogeneity. Our study highlights the potential for single-cell RNA-based targeted analysis to sensitively determine transcriptional and mutational profiles of individual cancer cells leading to increased understanding of driving events in malignancy.</p> <p>Reprinted from Genome Research, with permission from Publisher.</p>	phs001372	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001372	Catherine Wu	Ian Fingerman	Division of Cancer Biology (DCB)	28679620	R01CA182461	10/18/2018	GRU	Seq_DNA_SNP;Seq_RNA_Expression	Case Set	Leukemia, Lymphoid	5.0	1567.0				Leukemia, Lymphocytic;Leukemias, Lymphocytic;Leukemias, Lymphoid;Lymphatic leukemia;Lymphocytic Leukemia;Lymphocytic Leukemias
dataset	729719f5-78a2-4d9b-a2a8-ff3dfe1bf2e4	dbGaP	Sequence of Primary ER+ Breast Tumors Treated with 5 Years of Tamoxifen	<p>Targeted massively parallel sequencing analysis was conducted on DNA extracted from archived 22-28 year old, formalin-fixed primary breast tumors from 625 patents from British Columbia treated with five years of adjuvant tamoxifen monotherapy and followed for over 10 years. Genes were selected for targeted sequencing by review of existing large-scale breast cancer sequencing studies and breast cancer literature. In total, 83 genes were identified and 3,029 probes were designed to tile across all known exons. Illumina sequencing libraries were constructed, indexed, pooled, and enriched for target sequences by hybrid-capture followed by sequencing of paired-end 100bp reads. All samples met minimum quality controls of 80% targeted space covered at 20X or greater. On average, each sample had 336M aligned bases and a mean coverage of 135.8X.</p>	phs001234	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001234	Matthew J. Ellis, MD, PhD;Elaine Mardis, PhD	Emilie Charlisse Caga-Anan	Division of Cancer Control and Population Sciences (DCCPS)	30181556;30429476	Susan G. Komen Promise grant PG12220321 and Komen CCR award CCR16380599 (Matthew J. Ellis)	10/16/2018	DS-CA-IRB	WXS	Case Set	Breast Neoplasms	625.0	625.0		AGTR2;AKT1;ATR;BRAF;DDR1;RUNX1;CBFB;CDH1;CDKN1B;CSF1R;ERBB2;ERBB3;ERBB4;ESR1;MTOR;GATA3;FOXA1;INSRR;JAK1;JAK2;KIT;KRAS;LTK;LYN;MDM2;MDM4;MAP3K1;MAP3K4;MET;MYB;NF1;PDGFRA;PIK3CA;PIK3R1;PTEN;RB1;MAP2K4;TBX3;TP53;KMT2D;NCOR1;CTCF;SMG1;SF3B1;BIRC6;KMT2C;FRG1B;MALAT1		Breast Cancer;Breast Malignant Neoplasm;Breast Malignant Neoplasms;Breast Malignant Tumor;Breast Malignant Tumors;CA - Breast cancer
dataset	087ffc12-9ab1-4aa0-b38c-c8d0811c0b52	dbGaP	NCI Biospecimen Pre-analytical Variables (BPV) Analysis	<p>The Biospecimen Pre-analytical Variables (BPV) Program is a National Cancer Institute-sponsored study to systematically assess the effects of pre-analytical factors on the molecular profile of biospecimens. A robust biospecimen collection infrastructure was established to prospectively collect biospecimens using rigorous standard operating procedures to control for most variables while introducing experimental conditions to study specific biospecimen handling issues, including the cold ischemic time (delay to formalin fixation), time in formalin, freezing methods, and storage temperatures and durations. RNA and DNA from biospecimens collected under these conditions was analyzed on multiple molecular platforms. The potential effects of these pre-analytical conditions on protein integrity and detection of metabolites were also examined. Data from this study will be used to develop evidence-based biospecimen standard operating procedures and best practices for fit-for-purpose collection, processing, and storage of biospecimens.</p> <p>The BPV Cohort is utilized in the following dbGaP substudies. To view genotypes, analysis, expression data, other molecular data, and derived variables collected in these substudies, please click on the following sub-studies below or in the &#34;Substudies&#34; box located on the right hand side of this top-level study page phs001304 BPV Cohort. The substudy links will be active once they are released by dbGaP.</p> <p> <ol> <li>Preanalytical Impacts on Global Metabolite Profiling - plasma (MassSpec by Metabolon) This study was to evaluate the impact of the storage temperature (s) (-80&#176;C and LN2 vapor) and the length of storage on human plasma quality using LC-MS/MS (liquid-chromatography-mass spectrometry/mass spectrometry) based global metabolite profiling. The study includes 240 plasma samples collected from 40 donors.</li> <li>Investigate the effect of the delay to fixation on the proteome and phosphoproteome -FFPE (MassSpec by Caprion). The study is to do proteome and phosphoproteome analysis on Delay to fixation was carried out using FFPE tumor samples from colon and ovarian cancer patients comparing 2, 3, and 12hr delay to fixation to the 1hr time point. The study includes 100 samples 20 donors.</li> <li>Investigate the effect of storage conditions of tumor specimens on the proteome and phosphoproteome profiling- Frozen tissue and plasma (MassSpec by Caprion). The study was to evaluate the effects of storage conditions on tumor specimens. Plasma samples from 40 cancer patients stored at two different temperatures (-80&#176;C and LN2) for a given period (0-2, 6-8, and 12-14 months) were evaluated. Frozen kidney tumor samples from 20 patients were compared for effects of different snap frozen (dry ice vs. LN2) and storage temperatures (-80&#176;C and LN2). The study includes 100 tissue and 240 plasma samples from 60 donors.</li> <li>Preanalytical Impacts on Genomic Sequencing by Next Generation Sequencing (NGS) technology (mRNA/miRNA and WES by Expression Analysis). The goal of the study is to determine the effects of cold ischemic delay-to-fixation (4 time points) and formalin preservation (FFPE) on the nature and quality of genomic profiles using the matched freshly frozen sample as the gold standard, which including WES, RNAseq. The study includes 395 samples from 37 donors.</li> <li>Preanalytical Impacts on Copy Number Variation (CNV) Detection by aCGH technology (aCGH by Georgetown University). This study was to use aCGH to evaluate the effect of variation in cold ischemia time and time in formalin fixation on CNV in DNA extracted from kidney cancer specimens. The study includes 235 samples from 40 donors.</li> <li>Evaluation of frozen conditions on mRNA profiling by TaqMan assay (mRNA expression by Georgetown University). This study was to utilize gene expression profiling, using custom TaqMan arrays, to compare the molecular profiles of RNA from frozen tumor samples collected using two freezing methods (dry ice or LN2), two storage temperatures (-80&#176;C or LN2 vapor), as well as Optimal Cutting Temperature (OCT) compound and non-OCT embedded. The study includes 100 samples from 20 donors.</li> <li>mRNA signature for stratification by cold ischemia time (mRNA expression by IBBL). The study was to determine the effects of cold ischemic time (delay-to-fixation) and formalin preservation (FFPE) on mRNA detection by Taqman assay using tumor tissue specimens from kidney, colon and ovarian cancer patients. There are160 samples from 40 donors.</li> </ol> </p> <p><b>The Biospecimen PV cohort is utilized in the following dbGaP individual studies.</b> To view molecular data, and derived variables collected in these individual studies, please click on the following individual studies below or in the 'Sub-studies' section of this top-level study page <a href='study.cgi?study_id=phs001304'>phs001304</a> Biospecimen PV cohort. <ul> <li><a href='study.cgi?study_id=phs001634'>phs001634</a> CIT mRNA</li> <li><a href='study.cgi?study_id=phs001635'>phs001635</a> CNV aCGH</li> <li><a href='study.cgi?study_id=phs001636'>phs001636</a> Fixation Delay</li> <li><a href='study.cgi?study_id=phs001637'>phs001637</a> Global Metabolite Profiling</li> <li><a href='study.cgi?study_id=phs001638'>phs001638</a> mRNA TaqMan</li> <li><a href='study.cgi?study_id=phs001639'>phs001639</a> NGS</li> <li><a href='study.cgi?study_id=phs001640'>phs001640</a> Tumor Storage</li> </ul> </p>	phs001304	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001304	Ping Guan				National Cancer Institute (BPV)	10/12/2018	GRU-PUB	RNA-Seq;WXS;Legacy_Genotype;miRNA-Seq	Case Set	Carcinoma, Renal Cell	153.0	1554.0	https://biospecimens.cancer.gov/programs/bpv/default.asp		Ovarian Neoplasms;Fallopian Tube Neoplasms;Adenocarcinoma of Lung;Carcinoma, Squamous Cell;Colorectal Neoplasms	Fallopian Tube Neoplasms;ADENOCARCINOMA OF LUNG;Adenocarcinoma of lung, somatic;Adenocarcinoma of the Lung;Adenocarcinoma, Lung;Adenocarcinomas, Lung
dataset	11c42388-8998-4cf3-92f2-6ba123862717	dbGaP	TumorStorage	<p>This study <a href='./study.cgi?study_id=phs001640'>phs001640</a> Tumor Storage contains molecular data and phenotype of subjects available from the <a href='./study.cgi?study_id=phs001640'>phs001640</a> study. Summary level phenotypes for the NCI Biospecimen PV cohort study participants can be viewed at the top-level study page <a href='./study.cgi?study_id=phs001304'>phs001304</a> Biospecimen PV cohort. Individual level phenotype data and molecular data for all Biospecimen PV cohort top-level study and individual studies are available by requesting Authorized Access to the NCI Biospecimen PV cohort <a href='./study.cgi?study_id=phs001304'>phs001304</a> study.</p> <p>The goal of BPV Proteomics analysis of plasma and tissue (time in storage and frozen methods) study was to evaluate the effects of storage temperatures (-80&#176;C and LN2 vapor phase) and duration of storage (0-2, 6-8, and 12-14 months) on plasma specimens, and to compare freezing method (temperature) and frozen storage temperature on total protein and phosphoprotein profiles using mass spectrometry analysis. </p> <p>Sample type, Tumor type, and sample number:<br/> <ul style='list-style-type:none'> <li>- Plasma and tissue</li> <li>- Colon, Kidney, Ovarian, or Lung</li> <li>- Plasma samples: 80 samples for each time points (40 each at -80&#176;C and LN2). For a total of 240 samples together for three-time points.</li> <li>- frozen tumor tissue: 100 frozen tumor samples from 20 kidney cancer patients; 4 experimental pieces for each donor that were frozen ( and stored using different methods and temperatures and 1 non-OCT tissue)</li> </ul> </p> <p>Plasma study design: A total of 40 cancer patients, 10 each with colon, kidney, ovarian or lung cancer were used for this study. Plasma samples were collected and stored at two different temperatures (-80&#176;C and LN2) for a given time period (0-2, 6-8, and 12-14 months).</p> <p>Frozen tissue study design: 100 samples from total of 20 kidney cancer patients were used in this study. For each subject, there are 4 experimental blocks: frozen at dry ice vs. LN2, then stored at -80&#176;C vs. LN2 vapor; and 1 control block which was frozen at LN2 and stored at LN2 vapor non-OCT embedded.</p>	phs001640	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001640	Ping Guan				National Cancer Institute (BPV)	10/12/2018	GRU-PUB	Legacy_Genotype	Case Set	Carcinoma, Renal Cell	53.0	340.0	https://biospecimens.cancer.gov/programs/bpv/default.asp		Ovarian Neoplasms;Fallopian Tube Neoplasms;Adenocarcinoma of Lung;Carcinoma, Squamous Cell;Colorectal Neoplasms	Fallopian Tube Neoplasms;ADENOCARCINOMA OF LUNG;Adenocarcinoma of lung, somatic;Adenocarcinoma of the Lung;Adenocarcinoma, Lung;Adenocarcinomas, Lung
dataset	225106fb-45dd-4970-913a-2d478c162b23	dbGaP	NGS	<p>This study <a href='./study.cgi?study_id=phs001639'>phs001639</a> NGS contains molecular data and phenotype of subjects available from the <a href='./study.cgi?study_id=phs001639'>phs001639</a> study. Summary level phenotypes for the NCI Biospecimen PV cohort study participants can be viewed at the top-level study page <a href='./study.cgi?study_id=phs001304'>phs001304</a> Biospecimen PV cohort. Individual level phenotype data and molecular data for all Biospecimen PV cohort top-level study and individual studies are available by requesting Authorized Access to the NCI Biospecimen PV cohort <a href='./study.cgi?study_id=phs001304'>phs001304</a> study.</p> <p>The BPV NGS study includes three components of sequencing profiles from miRNA, mRNA and DNA (exon). </p> <p>The goal of the miRNA study conducted by the NCI/NIH through Leidos Biomedical Research and several tumor specimen collection sites is to determine the effects of cold ischemic delay-to-fixation (4 time points) and formalin preservation (FFPE) on the nature and quality of miRNA expression profiles using the matched frozen control sample as the gold standard.</p> <p>Sample type, Tumor type, and sample number:<br/> <ul style='list-style-type:none'> <li>- RNA</li> <li>- Kidney, Ovary, and Colon</li> <li>- 150 RNA samples from Module-II (Delay to fixation)</li> </ul> </p> <p>Study design: miRNA analysis - 150 RNA samples from 30 tumors (10 each from Kidney, Ovary, and Colon) where each tumor has a separate sample under cold ischemia conditions preserved in formalin and fixed for 12 hours but with a measured time-delay-to-fixation (1, 2, 3, and 12 hours). Each tumor also had a frozen control sample.</p> <p>The goal mRNA study is to determine the effects of cold ischemic delay-to-fixation (4 time points) and formalin preservation (FFPE) on the nature and quality of transcriptome profiles using the matched freshly frozen sample as the gold standard.</p> <p>Sample type, Tumor type, and sample number:<br/> <ul style='list-style-type:none'> <li>- RNA</li> <li>- Kidney, Ovary, and Colon</li> <li>- 150 total RNA samples (Kidney n&#61;50, Ovary n&#61;50, and Colon n&#61;50) from the Module-II were selected for this study</li> </ul> </p> <p>Study design: RNA analysis - 150 tumor samples from 30 tumors (10 each from Kidney, Ovary, and Colon) where each tumor had a separate sample under cold ischemia conditions preserved in formalin fixed for 12 hours but with a measured time delay to fixation (1, 2, 3, and 12 hours). Each tumor also had a freshly frozen sample.</p> <p>The goal of the DNA Exome study is to determine the effects of cold ischemic delay-to-fixation (2 time points) and duration-of-fixation (4 time points) on FFPE (formalin-fixed, paraffin-embedded) samples on the quality of sequencing and concordance of variant calling using a matched frozen sample as the gold standard.</p> <p>Sample type, Tumor type, and sample number:<br/> <ul style='list-style-type:none'> <li>- DNA</li> <li>- Kidney, Ovary, and Colon</li> <li>- Total of 95 DNA samples. 50 samples from Module-I (Time in fixation) and 45 samples from Module-II (Delay to fixation)</li> </ul> </p> <p>Study design: DNA analysis - 95 tumor samples split into two groups from 25 tumors. The first group contained 50 tumor samples from 10 tumors (5 each from Kidney and Ovary) where each tumor had a separate sample under cold ischemia conditions preserved in formalin and treated for 6, 12, 23, and 72 hours (delay to fixation of 1 hour) as well as a frozen control sample. The second group contained 45 tumor samples from 15 tumors (5 each from Kidney, Ovary, and Colon) where each tumor had a separate sample preserved in formalin (fixated 11-12 hours) but with a measured time delay to fixation (1 and 12 hours). Each tumor also had a frozen sample as a control.</p>	phs001639	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001639	Ping Guan				National Cancer Institute (BPV)	10/12/2018	GRU-PUB	RNA-Seq;WXS;miRNA-Seq	Case Set	Carcinoma, Renal Cell	35.0	341.0	https://biospecimens.cancer.gov/programs/bpv/default.asp		Ovarian Neoplasms;Fallopian Tube Neoplasms;Adenocarcinoma of Lung;Carcinoma, Squamous Cell;Colorectal Neoplasms	Fallopian Tube Neoplasms;ADENOCARCINOMA OF LUNG;Adenocarcinoma of lung, somatic;Adenocarcinoma of the Lung;Adenocarcinoma, Lung;Adenocarcinomas, Lung
dataset	69221418-5a87-47a9-85b8-4e49fc9db4c2	dbGaP	mRNA_TaqMan	<p>This study <a href='./study.cgi?study_id=phs001638'>phs001638</a> mRNA TaqMan contains molecular data and phenotype of subjects available from the <a href='./study.cgi?study_id=phs001638'>phs001638</a> study. Summary level phenotypes for the NCI Biospecimen PV cohort study participants can be viewed at the top-level study page <a href='./study.cgi?study_id=phs001304'>phs001304</a> Biospecimen PV cohort. Individual level phenotype data and molecular data for all Biospecimen PV cohort top-level study and individual studies are available by requesting Authorized Access to the NCI Biospecimen PV cohort <a href='./study.cgi?study_id=phs001304'>phs001304</a> study.</p> <p>The BPV TaqMan panel analysis project aims to utilize gene expression profiling, using custom TaqMan arrays, to compare the molecular profiles of RNA frozen samples collected using different protocols, to identify what method of handling and processing frozen tumor tissues is optimal. The project will also serve to develop a set of markers that can be used to credential other frozen specimen blocks and storage methods for the use of mRNA in downstream assays. </p> <p>Sample type, Tumor type, and sample number:<br/> <ul style='list-style-type:none'> <li>- RNA</li> <li>- Kidney</li> <li>- 100 RNA samples (from 20 subjects, with 4 frozen experimental blocks from each sbject and 1 non-OCT embedded chipped block)</li> </ul> </p> <p>Study design: The study involves comparison of two freezing methods (dry ice or liquid nitrogen vapor phase), two storage temperatures (-80&#176;C or liquid nitrogen vapor), as well as OCT and non-OCT embedded frozen tissues.</p>	phs001638	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001638	Ping Guan				National Cancer Institute (BPV)	10/12/2018	GRU-PUB	Legacy_Genotype	Case Set	Carcinoma, Renal Cell	20.0	100.0	https://biospecimens.cancer.gov/programs/bpv/default.asp		Ovarian Neoplasms;Fallopian Tube Neoplasms;Adenocarcinoma of Lung;Carcinoma, Squamous Cell;Colorectal Neoplasms	Fallopian Tube Neoplasms;ADENOCARCINOMA OF LUNG;Adenocarcinoma of lung, somatic;Adenocarcinoma of the Lung;Adenocarcinoma, Lung;Adenocarcinomas, Lung
dataset	ffb3791f-2e7b-4418-994e-907e1fbbb000	dbGaP	GlobalMetaboliteProfiling	<p>This study <a href='./study.cgi?study_id=phs001637'>phs001637</a> Global Metabolite Profiling contains molecular data and phenotype of subjects available from the <a href='./study.cgi?study_id=phs001637'>phs001637</a> study. Summary level phenotypes for the NCI Biospecimen PV cohort study participants can be viewed at the top-level study page <a href='./study.cgi?study_id=phs001304'>phs001304</a> Biospecimen PV cohort. Individual level phenotype data and molecular data for all Biospecimen PV cohort top-level study and individual studies are available by requesting Authorized Access to the NCI Biospecimen PV cohort <a href='./study.cgi?study_id=phs001304'>phs001304</a> study.</p> <p>The main goal of the Biospecimen Pre-analytical Variables Metabolomics profiling study is to evaluate the impact of the storage temperature (s) (-80&#176;C and LN2 vapor) and the length of storage on human plasma quality using LC-MS/MS (liquid-chromatography-mass spectrometry/mass spectrometry) based global metabolite profiling. </p> <p>Sample type, Tumor type, and sample number:<br/> <ul style='list-style-type:none'> <li>- Plasma</li> <li>- Kidney, Ovary, Colon, Lung</li> <li>- 240 plasma samples (40 paired samples from 40 cancer patients for each batch at three time-points) were shipped to the service provider for global metabolomics profiling</li> </ul> </p> <p>Study design: There were two storage temperature and three time-points to investigate. Samples were shipped in three batches as follow: 1. Time 0 Batch: From the time of collection until 3 months of storage (0 - 3 months). 40 plasma samples stored at -80&#176;C and 40 plasma samples stored in LN2 vapor; total of 80 samples with a minimal volume of 250 &#181;L from each. 2. Time 6 Batch: When the storage time reaches 6 months. 40 plasma samples stored at -80&#176;C and 40 plasma samples stored in LN2 vapor: total of 80 samples with a minimal volume of 250&#181;L from each. 3. Time 12 Batch: When the storage time reaches 12 months. 40 plasma samples stored at -80&#176;C and 40 plasma samples stored in LN2 vapor total: total of 80 samples with a minimal volume of 250&#181;L from each. A certified human plasma reference material (- 1.5 mL of NIST material) was shipped for each batch. </p>	phs001637	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001637	Ping Guan				National Cancer Institute (BPV)	10/12/2018	GRU-PUB	Legacy_Genotype	Case Set	Carcinoma, Renal Cell	40.0	240.0	https://biospecimens.cancer.gov/programs/bpv/default.asp		Ovarian Neoplasms;Fallopian Tube Neoplasms;Adenocarcinoma of Lung;Carcinoma, Squamous Cell;Colorectal Neoplasms	Fallopian Tube Neoplasms;ADENOCARCINOMA OF LUNG;Adenocarcinoma of lung, somatic;Adenocarcinoma of the Lung;Adenocarcinoma, Lung;Adenocarcinomas, Lung
